move_key,name_en,name_es,type_key,category_key,power,accuracy,pp,priority,targeting_key,makes_contact,is_sound,is_pulse,is_punch,is_bite,is_slashing,is_status,effect_short_en,effect_short_es,effect_long_en,effect_long_es,source_key
dragon_breath,Dragon Breath,Dragon Breath,dragon,special,60,100,20,,unknown,0,0,0,0,0,0,0,The user exhales a mighty gust at the target. This may also leave the target with paralysis.,,The user exhales a mighty gust at the target. This may also leave the target with paralysis.,,championslab
dragon_cheer,Dragon Cheer,Dragon Cheer,dragon,status,0,0,15,,unknown,0,0,0,0,0,0,1,The user raises its allies’ morale with a draconic cry so that their future attacks have a heightened chance of landing critical hits. This rouses Dragon types more.,,The user raises its allies’ morale with a draconic cry so that their future attacks have a heightened chance of landing critical hits. This rouses Dragon types more.,,championslab
dragon_claw,Dragon Claw,Dragon Claw,dragon,physical,80,100,15,,unknown,0,0,0,0,0,0,0,Slashes the foe with sharp claws.,,Slashes the foe with sharp claws.,,championslab
dragon_dance,Dragon Dance,Dragon Dance,dragon,status,,,20,,unknown,0,0,0,0,0,0,1,"The user vigorously performs a mystic, powerful dance that boosts its Attack and Speed stats.",,"The user vigorously performs a mystic, powerful dance that boosts its Attack and Speed stats.",,championslab
dragon_darts,Dragon Darts,Dragon Darts,dragon,physical,50,100,10,,unknown,0,0,0,0,0,0,0,"The user attacks twice using Dreepy. If there are two opposing Pokémon, this move hits each of them once.",,"The user attacks twice using Dreepy. If there are two opposing Pokémon, this move hits each of them once.",,championslab
dragon_pulse,Dragon Pulse,Dragon Pulse,dragon,special,85,100,10,,unknown,0,0,1,0,0,0,0,The target is attacked with a shock wave generated by the user's gaping mouth.,,The target is attacked with a shock wave generated by the user's gaping mouth.,,championslab
dragon_rush,Dragon Rush,Dragon Rush,dragon,physical,100,75,10,,unknown,0,0,0,0,0,0,0,The user tackles the target while exhibiting overwhelming menace. This may also make the target flinch.,,The user tackles the target while exhibiting overwhelming menace. This may also make the target flinch.,,championslab
dragon_tail,Dragon Tail,Dragon Tail,dragon,physical,60,90,10,,unknown,0,0,0,0,0,0,0,"The target is knocked away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.",,"The target is knocked away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.",,championslab
drain_punch,Drain Punch,Drain Punch,fighting,physical,75,100,10,,unknown,1,0,0,1,0,0,0,The user attacks with an energy-draining punch. The user's HP is restored by up to half the damage taken by the target.,,The user attacks with an energy-draining punch. The user's HP is restored by up to half the damage taken by the target.,,championslab
draining_kiss,Draining Kiss,Draining Kiss,fairy,special,50,100,10,,unknown,0,0,0,0,0,0,0,The user steals the target's HP with a kiss. The user's HP is restored by over half the damage taken by the target.,,The user steals the target's HP with a kiss. The user's HP is restored by over half the damage taken by the target.,,championslab
drill_peck,Drill Peck,Drill Peck,flying,physical,80,100,20,,unknown,0,0,0,0,0,0,0,A corkscrewing attack that strikes the target with a sharp beak acting as a drill.,,A corkscrewing attack that strikes the target with a sharp beak acting as a drill.,,championslab
drill_run,Drill Run,Drill Run,ground,physical,80,95,10,,unknown,0,0,0,0,0,0,0,The user crashes into its target while rotating its body like a drill. Critical hits land more easily.,,The user crashes into its target while rotating its body like a drill. Critical hits land more easily.,,championslab
dual_wingbeat,Dual Wingbeat,Dual Wingbeat,flying,physical,40,90,10,,unknown,0,0,0,0,0,0,0,The user slams the target with its wings to inflict damage. The target is hit twice in a row.,,The user slams the target with its wings to inflict damage. The target is hit twice in a row.,,championslab
dynamic_punch,Dynamic Punch,Dynamic Punch,fighting,physical,100,50,10,,unknown,0,0,0,0,0,0,0,Confuses the target.,,Confuses the target.,,championslab
earth_power,Earth Power,Earth Power,ground,special,90,100,10,,unknown,0,0,0,0,0,0,0,The user makes the ground under the target erupt with power. This may also lower the target's Sp. Def stat.,,The user makes the ground under the target erupt with power. This may also lower the target's Sp. Def stat.,,championslab
earthquake,Earthquake,Earthquake,ground,physical,100,100,10,,unknown,0,0,0,0,0,0,0,The user sets off an earthquake that strikes every Pokémon around it.,,The user sets off an earthquake that strikes every Pokémon around it.,,championslab
eerie_impulse,Eerie Impulse,Eerie Impulse,electric,status,,100,15,,unknown,0,0,0,0,0,0,1,The user's body generates an eerie impulse. Exposing the target to it harshly lowers the target's Sp. Atk stat.,,The user's body generates an eerie impulse. Exposing the target to it harshly lowers the target's Sp. Atk stat.,,championslab
eerie_spell,Eerie Spell,Eerie Spell,psychic,special,80,100,5,,unknown,0,0,0,0,0,0,0,The user attacks with its tremendous psychic power. This also removes 3 PP from the target’s last move.,,The user attacks with its tremendous psychic power. This also removes 3 PP from the target’s last move.,,championslab
electric_terrain,Electric Terrain,Electric Terrain,electric,status,,,10,,unknown,0,0,0,0,0,0,1,"The user turns the ground into Electric Terrain for five turns, powering up Electric-type moves. Pokémon on the ground can no longer fall asleep.",,"The user turns the ground into Electric Terrain for five turns, powering up Electric-type moves. Pokémon on the ground can no longer fall asleep.",,championslab
electrify,Electrify,Electrify,electric,status,,,20,,unknown,0,0,0,0,0,0,1,"If the target is electrified before it uses a move during that turn, the target’s move becomes Electric type.",,"If the target is electrified before it uses a move during that turn, the target’s move becomes Electric type.",,championslab
electro_ball,Electro Ball,Electro Ball,electric,special,,100,10,,unknown,0,0,0,0,0,0,0,"The user hurls an electric orb at the target. The faster the user is than the target, the greater the move's power.",,"The user hurls an electric orb at the target. The faster the user is than the target, the greater the move's power.",,championslab
electro_shot,Electro Shot,Electro Shot,electric,special,130,100,10,,unknown,0,0,0,0,0,0,0,"The user gathers electricity on the first turn, boosting its Sp. Atk stat, then fires a high-voltage shot on the next turn. The shot will be fired immediately in rain.",,"The user gathers electricity on the first turn, boosting its Sp. Atk stat, then fires a high-voltage shot on the next turn. The shot will be fired immediately in rain.",,championslab
electroweb,Electroweb,Electroweb,electric,special,55,95,15,,unknown,0,0,0,0,0,0,0,The user captures opposing Pokémon in an electric net to inflict damage. This also lowers their Speed stats.,,The user captures opposing Pokémon in an electric net to inflict damage. This also lowers their Speed stats.,,championslab
encore,Encore,Encore,normal,status,,100,5,,unknown,0,0,0,0,0,0,1,The user compels the target to keep using the move it encored for three turns.,,The user compels the target to keep using the move it encored for three turns.,,championslab
endeavor,Endeavor,Endeavor,normal,physical,,100,5,,unknown,0,0,0,0,0,0,0,The user inflicts damage by cutting down the target's HP to roughly equal the user's HP.,,The user inflicts damage by cutting down the target's HP to roughly equal the user's HP.,,championslab
endure,Endure,Endure,normal,status,,,10,,unknown,0,0,0,0,0,0,1,The user endures any attack with at least 1 HP. This move's chance of failing rises if used in succession.,,The user endures any attack with at least 1 HP. This move's chance of failing rises if used in succession.,,championslab
energy_ball,Energy Ball,Energy Ball,grass,special,90,100,10,,unknown,0,0,0,0,0,0,0,The user draws power from nature and fires it at the target. This may also lower the target's Sp. Def stat.,,The user draws power from nature and fires it at the target. This may also lower the target's Sp. Def stat.,,championslab
entrainment,Entrainment,Entrainment,normal,status,,100,20,,unknown,0,0,0,0,0,0,1,Changes the target's Ability to be the same as the user's.,,Changes the target's Ability to be the same as the user's.,,championslab
eruption,Eruption,Eruption,fire,special,150,100,5,,unknown,0,0,0,0,0,0,0,"The user attacks opposing Pokémon with explosive fury. The lower the user's HP, the lower the move's power.",,"The user attacks opposing Pokémon with explosive fury. The lower the user's HP, the lower the move's power.",,championslab
expanding_force,Expanding Force,Expanding Force,psychic,special,80,100,10,,unknown,0,0,0,0,0,0,0,"The user attacks the target with its psychic power. When the ground is Psychic Terrain, this move's power is boosted and it damages all opposing Pokémon.",,"The user attacks the target with its psychic power. When the ground is Psychic Terrain, this move's power is boosted and it damages all opposing Pokémon.",,championslab
explosion,Explosion,Explosion,normal,physical,250,100,5,,unknown,0,0,0,0,0,0,0,The user faints upon using this move.,,The user faints upon using this move.,,championslab
extrasensory,Extrasensory,Extrasensory,psychic,special,80,100,20,,unknown,0,0,0,0,0,0,0,"The user attacks with an odd, unseeable power. This may also make the target flinch.",,"The user attacks with an odd, unseeable power. This may also make the target flinch.",,championslab
extreme_speed,Extreme Speed,Extreme Speed,normal,physical,80,100,5,,unknown,0,0,0,0,0,0,0,The user charges the target at blinding speed. This move always goes first.,,The user charges the target at blinding speed. This move always goes first.,,championslab
facade,Facade,Facade,normal,physical,70,100,20,,unknown,0,0,0,0,0,0,0,"This move's power is doubled if the user is poisoned, burned, or paralyzed.",,"This move's power is doubled if the user is poisoned, burned, or paralyzed.",,championslab
fairy_lock,Fairy Lock,Fairy Lock,fairy,status,,,20,,unknown,0,0,0,0,0,0,1,Gives all Pokémon on the field the Fairy Locked status.,,Gives all Pokémon on the field the Fairy Locked status.,,championslab
fake_out,Fake Out,Fake Out,normal,physical,40,100,10,,unknown,1,0,0,0,0,0,0,This attack hits first and makes the target flinch. It works only on the first turn each time the user enters battle.,,This attack hits first and makes the target flinch. It works only on the first turn each time the user enters battle.,,championslab
fake_tears,Fake Tears,Fake Tears,dark,status,,100,20,,unknown,0,0,0,0,0,0,1,The user feigns crying to fluster the target. This harshly lowers the target's Sp. Def stat.,,The user feigns crying to fluster the target. This harshly lowers the target's Sp. Def stat.,,championslab
feather_dance,Feather Dance,Feather Dance,flying,status,,100,15,,unknown,0,0,0,0,0,0,1,The user covers the target's body with a mass of down that harshly lowers its Attack stat.,,The user covers the target's body with a mass of down that harshly lowers its Attack stat.,,championslab
feint,Feint,Feint,normal,physical,30,100,20,,unknown,0,0,0,0,0,0,0,This move can hit a target using a move such as Protect or Detect and removes the effects of those moves.,,This move can hit a target using a move such as Protect or Detect and removes the effects of those moves.,,championslab
fell_stinger,Fell Stinger,Fell Stinger,bug,physical,50,100,25,,unknown,0,0,0,0,0,0,0,"When the user knocks out a target with this move, the user's Attack stat is boosted drastically.",,"When the user knocks out a target with this move, the user's Attack stat is boosted drastically.",,championslab
fickle_beam,Fickle Beam,Fickle Beam,dragon,special,80,100,5,,unknown,0,0,0,0,0,0,0,"The user shoots a beam of light to inflict damage. Sometimes all the user's heads shoot beams in unison, doubling the move's power.",,"The user shoots a beam of light to inflict damage. Sometimes all the user's heads shoot beams in unison, doubling the move's power.",,championslab
fiery_dance,Fiery Dance,Fiery Dance,fire,special,80,100,10,,unknown,0,0,0,0,0,0,0,"Cloaked in flames, the user dances and flaps its wings. It may also raise the user’s Sp. Atk stat.",,"Cloaked in flames, the user dances and flaps its wings. It may also raise the user’s Sp. Atk stat.",,championslab
final_gambit,Final Gambit,Final Gambit,fighting,special,,100,5,,unknown,0,0,0,0,0,0,0,The user risks everything to attack the target. The user faints but inflicts damage equal to its own HP.,,The user risks everything to attack the target. The user faints but inflicts damage equal to its own HP.,,championslab
fire_blast,Fire Blast,Fire Blast,fire,special,110,85,5,,unknown,0,0,0,0,0,0,0,The target is attacked with an intense blast of all-consuming fire. This may also leave the target with a burn.,,The target is attacked with an intense blast of all-consuming fire. This may also leave the target with a burn.,,championslab
fire_fang,Fire Fang,Fire Fang,fire,physical,65,95,15,,unknown,0,0,0,0,1,0,0,The user bites with flame-cloaked fangs. This may also make the target flinch or leave it with a burn.,,The user bites with flame-cloaked fangs. This may also make the target flinch or leave it with a burn.,,championslab
fire_lash,Fire Lash,Fire Lash,fire,physical,90,100,15,,unknown,0,0,0,0,0,0,0,The user strikes the target with a burning lash. This also lowers the target’s Defense stat.,,The user strikes the target with a burning lash. This also lowers the target’s Defense stat.,,championslab
fire_punch,Fire Punch,Fire Punch,fire,physical,75,100,15,,unknown,0,0,0,0,0,0,0,The target is attacked with a fiery punch. This may also leave the target with a burn.,,The target is attacked with a fiery punch. This may also leave the target with a burn.,,championslab
fire_spin,Fire Spin,Fire Spin,fire,special,35,85,20,,unknown,0,0,0,0,0,0,0,Gives the target the Bound status.,,Gives the target the Bound status.,,championslab
first_impression,First Impression,First Impression,bug,physical,100,100,10,,unknown,0,0,0,0,0,0,0,This move fails unless it is the first move used by the user after it enters a battle.,,This move fails unless it is the first move used by the user after it enters a battle.,,championslab
fissure,Fissure,Fissure,ground,physical,,30,20,,unknown,0,0,0,0,0,0,0,Knocks out the target. The accuracy of this move is fixed at 30%.,,Knocks out the target. The accuracy of this move is fixed at 30%.,,championslab
flail,Flail,Flail,normal,physical,,100,15,,unknown,0,0,0,0,0,0,0,"The user flails about aimlessly to attack. The less HP the user has, the greater the move's power.",,"The user flails about aimlessly to attack. The less HP the user has, the greater the move's power.",,championslab
flame_charge,Flame Charge,Flame Charge,fire,physical,50,100,20,,unknown,0,0,0,0,0,0,0,"The user cloaks itself with flame and attacks. Building up more power, it raises the user’s Speed stat.",,"The user cloaks itself with flame and attacks. Building up more power, it raises the user’s Speed stat.",,championslab
flamethrower,Flamethrower,Flamethrower,fire,special,90,100,15,,unknown,0,0,0,0,0,0,0,The target is scorched with an intense blast of fire. This may also leave the target with a burn.,,The target is scorched with an intense blast of fire. This may also leave the target with a burn.,,championslab
flare_blitz,Flare Blitz,Flare Blitz,fire,physical,120,100,15,,unknown,1,0,0,0,0,0,0,A move called Flare Blitz.,,A move called Flare Blitz.,,championslab
flash_cannon,Flash Cannon,Flash Cannon,steel,special,80,100,10,,unknown,0,0,0,0,0,0,0,The user gathers all its light energy and releases it at once. This may also lower the target's Sp. Def stat.,,The user gathers all its light energy and releases it at once. This may also lower the target's Sp. Def stat.,,championslab
flatter,Flatter,Flatter,dark,status,,100,15,,unknown,0,0,0,0,0,0,1,"Flattery is used to confuse the target. However, this also boosts the target's Sp. Atk stat.",,"Flattery is used to confuse the target. However, this also boosts the target's Sp. Atk stat.",,championslab
fling,Fling,Fling,dark,physical,,100,10,,unknown,0,0,0,0,0,0,0,The user flings its held item at the target to attack. This move's power and effects depend on the item.,,The user flings its held item at the target to attack. This move's power and effects depend on the item.,,championslab
flip_turn,Flip Turn,Flip Turn,water,physical,60,100,20,,unknown,0,0,0,0,0,0,0,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting.",,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting.",,championslab
flower_trick,Flower Trick,Flower Trick,grass,physical,70,,10,,unknown,0,0,0,0,0,0,0,The user throws a rigged bouquet of flowers at the target. This attack never misses and always lands a critical hit.,,The user throws a rigged bouquet of flowers at the target. This attack never misses and always lands a critical hit.,,championslab
fly,Fly,Fly,flying,physical,90,95,15,,unknown,0,0,0,0,0,0,0,"The user flies up into the sky on the first turn, then attacks on the next turn.",,"The user flies up into the sky on the first turn, then attacks on the next turn.",,championslab
flying_press,Flying Press,Flying Press,fighting,physical,100,95,10,,unknown,0,0,0,0,0,0,0,The user dives down onto the target from the sky. This move is Fighting and Flying type simultaneously.,,The user dives down onto the target from the sky. This move is Fighting and Flying type simultaneously.,,championslab
focus_blast,Focus Blast,Focus Blast,fighting,special,120,70,5,,unknown,0,0,0,0,0,0,0,The user heightens its mental focus and unleashes its power. This may also lower the target's Sp. Def stat.,,The user heightens its mental focus and unleashes its power. This may also lower the target's Sp. Def stat.,,championslab
focus_energy,Focus Energy,Focus Energy,normal,status,,,30,,unknown,0,0,0,0,0,0,1,The user takes a deep breath and focuses so that its future attacks have a heightened chance of landing critical hits.,,The user takes a deep breath and focuses so that its future attacks have a heightened chance of landing critical hits.,,championslab
focus_punch,Focus Punch,Focus Punch,fighting,physical,150,100,20,,unknown,0,0,0,1,0,0,0,The user focuses its mind before launching a punch. This move fails if the user is hit before using the move.,,The user focuses its mind before launching a punch. This move fails if the user is hit before using the move.,,championslab
follow_me,Follow Me,Follow Me,normal,status,,,20,,unknown,0,0,0,0,0,0,1,"The user draws attention to itself, making all opposing Pokémon take aim only at the user.",,"The user draws attention to itself, making all opposing Pokémon take aim only at the user.",,championslab
forests_curse,Forest's Curse,Forest's Curse,grass,status,,100,20,,unknown,0,0,0,0,0,0,1,Gives the target the Forest Cursed status.,,Gives the target the Forest Cursed status.,,championslab
foul_play,Foul Play,Foul Play,dark,physical,95,100,15,,unknown,0,0,0,0,0,0,0,"The user turns the target's strength against it. The higher the target's Attack stat, the greater the damage this move inflicts.",,"The user turns the target's strength against it. The higher the target's Attack stat, the greater the damage this move inflicts.",,championslab
freeze_dry,Freeze-Dry,Freeze-Dry,ice,special,70,100,20,,unknown,0,0,0,0,0,0,0,The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types.,,The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types.,,championslab
frenzy_plant,Frenzy Plant,Frenzy Plant,grass,special,150,90,5,,unknown,0,0,0,0,0,0,0,The user slams the target with the roots of an enormous tree. The user can't move on the next turn.,,The user slams the target with the roots of an enormous tree. The user can't move on the next turn.,,championslab
frost_breath,Frost Breath,Frost Breath,ice,special,60,90,15,,unknown,0,0,0,0,0,0,0,Always a critical hit.,,Always a critical hit.,,championslab
frustration,Frustration,Frustration,normal,physical,,100,20,,unknown,0,0,0,0,0,0,0,An attack based on lack of loyalty.,,An attack based on lack of loyalty.,,championslab
future_sight,Future Sight,Future Sight,psychic,special,120,100,10,,unknown,0,0,0,0,0,0,0,"Two turns after this move is used, a hunk of psychic energy attacks the target.",,"Two turns after this move is used, a hunk of psychic energy attacks the target.",,championslab
gastro_acid,Gastro Acid,Gastro Acid,poison,status,,100,10,,unknown,0,0,0,0,0,0,1,The user hurls up its stomach acids on the target. The fluid eliminates the effect of the target's Ability.,,The user hurls up its stomach acids on the target. The fluid eliminates the effect of the target's Ability.,,championslab
giga_drain,Giga Drain,Giga Drain,grass,special,75,100,10,,unknown,0,0,0,0,0,0,0,A nutrient-draining attack. The user's HP is restored by up to half the damage taken by the target.,,A nutrient-draining attack. The user's HP is restored by up to half the damage taken by the target.,,championslab
giga_impact,Giga Impact,Giga Impact,normal,physical,150,90,5,,unknown,0,0,0,0,0,0,0,The user charges at the target using every bit of its power. The user can't move on the next turn.,,The user charges at the target using every bit of its power. The user can't move on the next turn.,,championslab
gigaton_hammer,Gigaton Hammer,Gigaton Hammer,steel,physical,160,100,5,,unknown,0,0,0,0,0,0,0,The user swings its whole body around to attack with its huge hammer. This move can't be used twice in a row.,,The user swings its whole body around to attack with its huge hammer. This move can't be used twice in a row.,,championslab
glare,Glare,Glare,normal,status,,100,20,,unknown,0,0,0,0,0,0,1,Paralyzes the target.,,Paralyzes the target.,,championslab
grass_knot,Grass Knot,Grass Knot,grass,special,,100,20,,unknown,0,0,0,0,0,0,0,"The user snares the target with grass and trips it. The heavier the target, the greater the move's power.",,"The user snares the target with grass and trips it. The heavier the target, the greater the move's power.",,championslab
grassy_glide,Grassy Glide,Grassy Glide,grass,physical,55,100,20,,unknown,0,0,0,0,0,0,0,"Gliding on the ground, the user attacks the target. This move always goes first on Grassy Terrain.",,"Gliding on the ground, the user attacks the target. This move always goes first on Grassy Terrain.",,championslab
grassy_terrain,Grassy Terrain,Grassy Terrain,grass,status,,,10,,unknown,0,0,0,0,0,0,1,The user turns the ground into Grassy Terrain for five turns. This restores the HP of Pokémon on the ground a little every turn and powers up Grass-type moves.,,The user turns the ground into Grassy Terrain for five turns. This restores the HP of Pokémon on the ground a little every turn and powers up Grass-type moves.,,championslab
grav_apple,Grav Apple,Grav Apple,grass,physical,90,100,10,,unknown,0,0,0,0,0,0,0,The user inflicts damage by dropping an apple from high above. This also lowers the target’s Defense stat.,,The user inflicts damage by dropping an apple from high above. This also lowers the target’s Defense stat.,,championslab
gravity,Gravity,Gravity,psychic,status,,,5,,unknown,0,0,0,0,0,0,1,Enables Flying types or Pokémon with the Levitate Ability to be hit by Ground-type moves for five turns. Moves that involve flying can't be used.,,Enables Flying types or Pokémon with the Levitate Ability to be hit by Ground-type moves for five turns. Moves that involve flying can't be used.,,championslab
growth,Growth,Growth,normal,status,,,20,,unknown,0,0,0,0,0,0,1,"The user's body grows all at once, boosting the Attack and Sp. Atk stats.",,"The user's body grows all at once, boosting the Attack and Sp. Atk stats.",,championslab
guard_split,Guard Split,Guard Split,psychic,status,,,10,,unknown,0,0,0,0,0,0,1,The user employs its psychic power to average its Defense and Sp. Def stats with those of the target.,,The user employs its psychic power to average its Defense and Sp. Def stats with those of the target.,,championslab
guard_swap,Guard Swap,Guard Swap,psychic,status,,,10,,unknown,0,0,0,0,0,0,1,The user employs its psychic power to switch changes to its Defense and Sp. Def stats with the target.,,The user employs its psychic power to switch changes to its Defense and Sp. Def stats with the target.,,championslab
guillotine,Guillotine,Guillotine,normal,physical,,30,5,,unknown,0,0,0,0,0,0,0,A vicious tearing attack with big pincers. The target faints instantly if this attack hits.,,A vicious tearing attack with big pincers. The target faints instantly if this attack hits.,,championslab
gunk_shot,Gunk Shot,Gunk Shot,poison,physical,120,80,5,,unknown,0,0,0,0,0,0,0,The user shoots filthy garbage at the target to attack. This may also poison the target.,,The user shoots filthy garbage at the target to attack. This may also poison the target.,,championslab
gyro_ball,Gyro Ball,Gyro Ball,steel,physical,,100,5,,unknown,0,0,0,0,0,0,0,"The user tackles the target with a high-speed spin. The slower the user is than the target, the greater the move's power.",,"The user tackles the target with a high-speed spin. The slower the user is than the target, the greater the move's power.",,championslab
hammer_arm,Hammer Arm,Hammer Arm,fighting,physical,100,90,10,,unknown,0,0,0,0,0,0,0,"The user swings its strong, heavy fist at the target to inflict damage. This also lowers the user's Speed stat.",,"The user swings its strong, heavy fist at the target to inflict damage. This also lowers the user's Speed stat.",,championslab
hard_press,Hard Press,Hard Press,steel,physical,0,100,10,,unknown,0,0,0,0,0,0,0,"The target is crushed with an arm, a claw, or the like to inflict damage. The more HP the target has left, the greater the move's power.",,"The target is crushed with an arm, a claw, or the like to inflict damage. The more HP the target has left, the greater the move's power.",,championslab
haze,Haze,Haze,ice,status,,,30,,unknown,0,0,0,0,0,0,1,The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.,,The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.,,championslab
head_smash,Head Smash,Head Smash,rock,physical,150,80,5,,unknown,0,0,0,0,0,0,0,The user attacks the target with a hazardous full-power headbutt. This also damages the user terribly.,,The user attacks the target with a hazardous full-power headbutt. This also damages the user terribly.,,championslab
headbutt,Headbutt,Headbutt,normal,physical,70,100,15,,unknown,0,0,0,0,0,0,0,The user sticks out its head and attacks by charging straight into the target. This may also make the target flinch.,,The user sticks out its head and attacks by charging straight into the target. This may also make the target flinch.,,championslab
headlong_rush,Headlong Rush,Headlong Rush,ground,physical,120,100,5,,unknown,0,0,0,0,0,0,0,Lowers the user's Defense and Sp. Def stats by 1 stage.,,Lowers the user's Defense and Sp. Def stats by 1 stage.,,championslab
heal_bell,Heal Bell,Heal Bell,normal,status,,,5,,unknown,0,0,0,0,0,0,1,The user makes a soothing bell chime to cure the status conditions of all its fellow party Pokémon and allies.,,The user makes a soothing bell chime to cure the status conditions of all its fellow party Pokémon and allies.,,championslab
heal_pulse,Heal Pulse,Heal Pulse,psychic,status,,,10,,unknown,0,0,0,0,0,0,1,The user emits a healing pulse that restores the target's HP by up to half its max HP.,,The user emits a healing pulse that restores the target's HP by up to half its max HP.,,championslab
healing_wish,Healing Wish,Healing Wish,psychic,status,,,10,,unknown,0,0,0,0,0,0,1,"The user faints. In return, the Pokémon taking its place will have its HP restored and status conditions cured.",,"The user faints. In return, the Pokémon taking its place will have its HP restored and status conditions cured.",,championslab
heat_crash,Heat Crash,Heat Crash,fire,physical,,100,20,,unknown,0,0,0,0,0,0,0,The more the user outweighs the target the greater this move's power (ranging between 40 and 120). If the target has the Minimized status this move's power is doubled and it will be sure to hit.,,The more the user outweighs the target the greater this move's power (ranging between 40 and 120). If the target has the Minimized status this move's power is doubled and it will be sure to hit.,,championslab
heat_wave,Heat Wave,Heat Wave,fire,special,95,90,10,,unknown,0,0,0,0,0,0,0,Exhales a hot breath on the foe. May inflict a burn.,,Exhales a hot breath on the foe. May inflict a burn.,,championslab
heavy_slam,Heavy Slam,Heavy Slam,steel,physical,,100,10,,unknown,0,0,0,0,0,0,0,"The user slams into the target with its heavy body. The more the user outweighs the target, the greater the move's power.",,"The user slams into the target with its heavy body. The more the user outweighs the target, the greater the move's power.",,championslab
helping_hand,Helping Hand,Helping Hand,normal,status,,,20,,unknown,0,0,0,0,0,0,1,The user assists an ally by boosting the power of that ally's attack.,,The user assists an ally by boosting the power of that ally's attack.,,championslab
hex,Hex,Hex,ghost,special,65,100,10,,unknown,0,0,0,0,0,0,0,This relentless attack does massive damage to a target affected by status conditions.,,This relentless attack does massive damage to a target affected by status conditions.,,championslab
hidden_power,Hidden Power,Hidden Power,normal,special,60,100,15,,unknown,0,0,0,0,0,0,0,The power varies with the POKéMON.,,The power varies with the POKéMON.,,championslab
high_horsepower,High Horsepower,High Horsepower,ground,physical,95,95,10,,unknown,0,0,0,0,0,0,0,The user fiercely attacks the target using its entire body.,,The user fiercely attacks the target using its entire body.,,championslab
high_jump_kick,High Jump Kick,High Jump Kick,fighting,physical,130,90,10,,unknown,0,0,0,0,0,0,0,"The target is attacked with a knee kick from a jump. If this move misses, the user takes damage instead.",,"The target is attacked with a knee kick from a jump. If this move misses, the user takes damage instead.",,championslab
horn_drill,Horn Drill,Horn Drill,normal,physical,,30,20,,unknown,0,0,0,0,0,0,0,Knocks out the target. The accuracy of this move is fixed at 30%.,,Knocks out the target. The accuracy of this move is fixed at 30%.,,championslab
horn_leech,Horn Leech,Horn Leech,grass,physical,75,100,10,,unknown,0,0,0,0,0,0,0,The user drains the target's energy with its horns. The user's HP is restored by up to half the damage taken by the target.,,The user drains the target's energy with its horns. The user's HP is restored by up to half the damage taken by the target.,,championslab
howl,Howl,Howl,normal,status,,,40,,unknown,0,0,0,0,0,0,1,The user howls loudly to rouse itself and its allies. This boosts their Attack stats.,,The user howls loudly to rouse itself and its allies. This boosts their Attack stats.,,championslab
hurricane,Hurricane,Hurricane,flying,special,110,70,10,,unknown,0,0,0,0,0,0,0,The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. It may also confuse the target.,,The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. It may also confuse the target.,,championslab
hydro_cannon,Hydro Cannon,Hydro Cannon,water,special,150,90,5,,unknown,0,0,0,0,0,0,0,"Powerful, but leaves the user immobile the next turn.",,"Powerful, but leaves the user immobile the next turn.",,championslab
hydro_pump,Hydro Pump,Hydro Pump,water,special,110,80,5,,unknown,0,0,0,0,0,0,0,The target is blasted by a huge volume of water launched under great pressure.,,The target is blasted by a huge volume of water launched under great pressure.,,championslab
hyper_beam,Hyper Beam,Hyper Beam,normal,special,150,90,5,,unknown,0,0,0,0,0,0,0,The target is attacked with a powerful beam. The user can't move on the next turn.,,The target is attacked with a powerful beam. The user can't move on the next turn.,,championslab
hyper_voice,Hyper Voice,Hyper Voice,normal,special,90,100,10,,unknown,0,1,0,0,0,0,0,"The user attacks by letting loose a horribly loud, resounding cry.",,"The user attacks by letting loose a horribly loud, resounding cry.",,championslab
hypnosis,Hypnosis,Hypnosis,psychic,status,,60,20,,unknown,0,0,0,0,0,0,1,Puts the target to sleep.,,Puts the target to sleep.,,championslab
ice_beam,Ice Beam,Ice Beam,ice,special,90,100,10,,unknown,0,0,0,0,0,0,0,The target is struck with an icy-cold beam of energy. This may also leave the target frozen.,,The target is struck with an icy-cold beam of energy. This may also leave the target frozen.,,championslab
ice_fang,Ice Fang,Ice Fang,ice,physical,65,95,15,,unknown,0,0,0,0,1,0,0,The user bites with cold-infused fangs. This may also make the target flinch or leave it frozen.,,The user bites with cold-infused fangs. This may also make the target flinch or leave it frozen.,,championslab
ice_hammer,Ice Hammer,Ice Hammer,ice,physical,100,90,10,,unknown,0,0,0,0,0,0,0,Lowers the user's Speed stat by 1 stage.,,Lowers the user's Speed stat by 1 stage.,,championslab
ice_punch,Ice Punch,Ice Punch,ice,physical,75,100,15,,unknown,0,0,0,1,0,0,0,The target is attacked with an icy punch. This may also leave the target frozen.,,The target is attacked with an icy punch. This may also leave the target frozen.,,championslab
