move_key,name_en,name_es,type_key,category_key,power,accuracy,pp,priority,targeting_key,makes_contact,is_sound,is_pulse,is_punch,is_bite,is_slashing,is_status,effect_short_en,effect_short_es,effect_long_en,effect_long_es,source_key
dragon_cheer,Dragon Cheer,Bramido Dragón,dragon,status,0,0,15,,unknown,0,0,0,0,0,0,1,The user raises its allies’ morale with a draconic cry so that their future attacks have a heightened chance of landing critical hits. This rouses Dragon types more.,,The user raises its allies’ morale with a draconic cry so that their future attacks have a heightened chance of landing critical hits. This rouses Dragon types more.,,championslab
dragon_claw,Dragon Claw,Garra Dragón,dragon,physical,80,100,15,,unknown,0,0,0,0,0,0,0,Slashes the foe with sharp claws.,Araña al objetivo con garras afiladas.,Slashes the foe with sharp claws.,Araña al objetivo con garras afiladas.,championslab
dragon_dance,Dragon Dance,Danza Dragón,dragon,status,,,20,,unknown,0,0,0,0,0,0,1,"The user vigorously performs a mystic, powerful dance that boosts its Attack and Speed stats.",Danza mística que sube el Ataque y la Velocidad.,"The user vigorously performs a mystic, powerful dance that boosts its Attack and Speed stats.",Danza mística que sube el Ataque y la Velocidad.,championslab
dragon_darts,Dragon Darts,Dracoflechas,dragon,physical,50,100,10,,unknown,0,0,0,0,0,0,0,"The user attacks twice using Dreepy. If there are two opposing Pokémon, this move hits each of them once.","El usuario ataca propulsando a ambos Dreepy. En caso de haber dos adversarios, cada Dreepy golpea a su propio objetivo por separado.","The user attacks twice using Dreepy. If there are two opposing Pokémon, this move hits each of them once.","El usuario ataca propulsando a ambos Dreepy. En caso de haber dos adversarios, cada Dreepy golpea a su propio objetivo por separado.",championslab
dragon_pulse,Dragon Pulse,Pulso Dragón,dragon,special,85,100,10,,unknown,0,0,1,0,0,0,0,The target is attacked with a shock wave generated by the user's gaping mouth.,Abre mucho la boca y libera una onda de choque que ataca al objetivo.,The target is attacked with a shock wave generated by the user's gaping mouth.,Abre mucho la boca y libera una onda de choque que ataca al objetivo.,championslab
dragon_rush,Dragon Rush,Carga Dragón,dragon,physical,100,75,10,,unknown,0,0,0,0,0,0,0,The user tackles the target while exhibiting overwhelming menace. This may also make the target flinch.,Ataca de forma brutal mientras intimida al objetivo. También puede hacerlo retroceder.,The user tackles the target while exhibiting overwhelming menace. This may also make the target flinch.,Ataca de forma brutal mientras intimida al objetivo. También puede hacerlo retroceder.,championslab
dragon_tail,Dragon Tail,Cola Dragón,dragon,physical,60,90,10,,unknown,0,0,0,0,0,0,0,"The target is knocked away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.","Ataca al objetivo y lo obliga a cambiarse por otro Pokémon. Si es uno salvaje, acaba el combate.","The target is knocked away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.","Ataca al objetivo y lo obliga a cambiarse por otro Pokémon. Si es uno salvaje, acaba el combate.",championslab
drain_punch,Drain Punch,Puño Drenaje,fighting,physical,75,100,10,,unknown,1,0,0,1,0,0,0,The user attacks with an energy-draining punch. The user's HP is restored by up to half the damage taken by the target.,Un golpe que drena energía. El Pokémon recupera la mitad de los PS arrebatados al objetivo.,The user attacks with an energy-draining punch. The user's HP is restored by up to half the damage taken by the target.,Un golpe que drena energía. El Pokémon recupera la mitad de los PS arrebatados al objetivo.,championslab
draining_kiss,Draining Kiss,Beso Drenaje,fairy,special,50,100,10,,unknown,0,0,0,0,0,0,0,The user steals the target's HP with a kiss. The user's HP is restored by over half the damage taken by the target.,Absorbe PS del objetivo con un beso y restaura su propia energía en una cantidad igual o superior a la mitad del daño infligido.,The user steals the target's HP with a kiss. The user's HP is restored by over half the damage taken by the target.,Absorbe PS del objetivo con un beso y restaura su propia energía en una cantidad igual o superior a la mitad del daño infligido.,championslab
drill_peck,Drill Peck,Pico Taladro,flying,physical,80,100,20,,unknown,0,0,0,0,0,0,0,A corkscrewing attack that strikes the target with a sharp beak acting as a drill.,Picotazo giratorio y perforador muy potente.,A corkscrewing attack that strikes the target with a sharp beak acting as a drill.,Picotazo giratorio y perforador muy potente.,championslab
drill_run,Drill Run,Taladradora,ground,physical,80,95,10,,unknown,0,0,0,0,0,0,0,The user crashes into its target while rotating its body like a drill. Critical hits land more easily.,El usuario golpea usando su cuerpo como un taladro. Suele ser crítico.,The user crashes into its target while rotating its body like a drill. Critical hits land more easily.,El usuario golpea usando su cuerpo como un taladro. Suele ser crítico.,championslab
dual_wingbeat,Dual Wingbeat,Ala Bis,flying,physical,40,90,10,,unknown,0,0,0,0,0,0,0,The user slams the target with its wings to inflict damage. The target is hit twice in a row.,Ataca al adversario golpeándolo dos veces con las alas.,The user slams the target with its wings to inflict damage. The target is hit twice in a row.,Ataca al adversario golpeándolo dos veces con las alas.,championslab
dynamic_punch,Dynamic Punch,Puño Dinámico,fighting,physical,100,50,10,,unknown,0,0,0,0,0,0,0,Confuses the target.,Puñetazo con toda la fuerza concentrada. Causa confusión si atina.,Confuses the target.,Puñetazo con toda la fuerza concentrada. Causa confusión si atina.,championslab
earth_power,Earth Power,Tierra Viva,ground,special,90,100,10,,unknown,0,0,0,0,0,0,0,The user makes the ground under the target erupt with power. This may also lower the target's Sp. Def stat.,La tierra a los pies del objetivo erupciona violentamente. Puede disminuir la Defensa Especial del objetivo.,The user makes the ground under the target erupt with power. This may also lower the target's Sp. Def stat.,La tierra a los pies del objetivo erupciona violentamente. Puede disminuir la Defensa Especial del objetivo.,championslab
earthquake,Earthquake,Terremoto,ground,physical,100,100,10,,unknown,0,0,0,0,0,0,0,The user sets off an earthquake that strikes every Pokémon around it.,Un terremoto que afecta a los Pokémon de alrededor en combate.,The user sets off an earthquake that strikes every Pokémon around it.,Un terremoto que afecta a los Pokémon de alrededor en combate.,championslab
eerie_impulse,Eerie Impulse,Onda Anómala,electric,status,,100,15,,unknown,0,0,0,0,0,0,1,The user's body generates an eerie impulse. Exposing the target to it harshly lowers the target's Sp. Atk stat.,"Su cuerpo irradia unas raras ondas que, al alcanzar a un oponente, hacen que disminuya mucho su Ataque Especial.",The user's body generates an eerie impulse. Exposing the target to it harshly lowers the target's Sp. Atk stat.,"Su cuerpo irradia unas raras ondas que, al alcanzar a un oponente, hacen que disminuya mucho su Ataque Especial.",championslab
eerie_spell,Eerie Spell,Conjuro Funesto,psychic,special,80,100,5,,unknown,0,0,0,0,0,0,0,The user attacks with its tremendous psychic power. This also removes 3 PP from the target’s last move.,El usuario ataca con un poder psíquico de inmensa potencia y elimina 3 PP del último movimiento que haya usado el objetivo.,The user attacks with its tremendous psychic power. This also removes 3 PP from the target’s last move.,El usuario ataca con un poder psíquico de inmensa potencia y elimina 3 PP del último movimiento que haya usado el objetivo.,championslab
electric_terrain,Electric Terrain,Campo Eléctrico,electric,status,,,10,,unknown,0,0,0,0,0,0,1,"The user turns the ground into Electric Terrain for five turns, powering up Electric-type moves. Pokémon on the ground can no longer fall asleep.","Durante cinco turnos, crea un campo eléctrico en el terreno de combate que impide dormirse a los Pokémon que estén en contacto con el suelo.","The user turns the ground into Electric Terrain for five turns, powering up Electric-type moves. Pokémon on the ground can no longer fall asleep.","Durante cinco turnos, crea un campo eléctrico en el terreno de combate que impide dormirse a los Pokémon que estén en contacto con el suelo.",championslab
electrify,Electrify,Electrificación,electric,status,,,20,,unknown,0,0,0,0,0,0,1,"If the target is electrified before it uses a move during that turn, the target’s move becomes Electric type.","Si el Pokémon objetivo queda electrificado antes de usar un movimiento, este será de tipo Eléctrico.","If the target is electrified before it uses a move during that turn, the target’s move becomes Electric type.","Si el Pokémon objetivo queda electrificado antes de usar un movimiento, este será de tipo Eléctrico.",championslab
electro_ball,Electro Ball,Bola Voltio,electric,special,,100,10,,unknown,0,0,0,0,0,0,0,"The user hurls an electric orb at the target. The faster the user is than the target, the greater the move's power.","Lanza una bola eléctrica. Cuanto mayor sea la Velocidad del usuario en comparación con la del objetivo, mayor será el daño causado.","The user hurls an electric orb at the target. The faster the user is than the target, the greater the move's power.","Lanza una bola eléctrica. Cuanto mayor sea la Velocidad del usuario en comparación con la del objetivo, mayor será el daño causado.",championslab
electro_shot,Electro Shot,Electrorrayo,electric,special,130,100,10,,unknown,0,0,0,0,0,0,0,"The user gathers electricity on the first turn, boosting its Sp. Atk stat, then fires a high-voltage shot on the next turn. The shot will be fired immediately in rain.",,"The user gathers electricity on the first turn, boosting its Sp. Atk stat, then fires a high-voltage shot on the next turn. The shot will be fired immediately in rain.",,championslab
electroweb,Electroweb,Electrotela,electric,special,55,95,15,,unknown,0,0,0,0,0,0,0,The user captures opposing Pokémon in an electric net to inflict damage. This also lowers their Speed stats.,Atrapa y ataca a los objetivos con una telaraña eléctrica. También reduce su Velocidad.,The user captures opposing Pokémon in an electric net to inflict damage. This also lowers their Speed stats.,Atrapa y ataca a los objetivos con una telaraña eléctrica. También reduce su Velocidad.,championslab
encore,Encore,Otra Vez,normal,status,,100,5,,unknown,0,0,0,0,0,0,1,The user compels the target to keep using the move it encored for three turns.,El objetivo repite su último movimiento durante tres turnos.,The user compels the target to keep using the move it encored for three turns.,El objetivo repite su último movimiento durante tres turnos.,championslab
endeavor,Endeavor,Esfuerzo,normal,physical,,100,5,,unknown,0,0,0,0,0,0,0,The user inflicts damage by cutting down the target's HP to roughly equal the user's HP.,Reduce los PS del objetivo para que igualen a los del atacante.,The user inflicts damage by cutting down the target's HP to roughly equal the user's HP.,Reduce los PS del objetivo para que igualen a los del atacante.,championslab
endure,Endure,Aguante,normal,status,,,10,,unknown,0,0,0,0,0,0,1,The user endures any attack with at least 1 HP. This move's chance of failing rises if used in succession.,Resiste cualquier ataque y deja al menos 1 PS. Puede fallar si se usa repetidamente.,The user endures any attack with at least 1 HP. This move's chance of failing rises if used in succession.,Resiste cualquier ataque y deja al menos 1 PS. Puede fallar si se usa repetidamente.,championslab
energy_ball,Energy Ball,Energibola,grass,special,90,100,10,,unknown,0,0,0,0,0,0,0,The user draws power from nature and fires it at the target. This may also lower the target's Sp. Def stat.,Aúna fuerzas de la naturaleza y libera su ataque. Puede disminuir la Defensa Especial del objetivo.,The user draws power from nature and fires it at the target. This may also lower the target's Sp. Def stat.,Aúna fuerzas de la naturaleza y libera su ataque. Puede disminuir la Defensa Especial del objetivo.,championslab
entrainment,Entrainment,Danza Amiga,normal,status,,100,20,,unknown,0,0,0,0,0,0,1,Changes the target's Ability to be the same as the user's.,Una extraña danza que hace que el usuario y el objetivo tengan la misma habilidad.,Changes the target's Ability to be the same as the user's.,Una extraña danza que hace que el usuario y el objetivo tengan la misma habilidad.,championslab
eruption,Eruption,Estallido,fire,special,150,100,5,,unknown,0,0,0,0,0,0,0,"The user attacks opposing Pokémon with explosive fury. The lower the user's HP, the lower the move's power.","Furia explosiva. Cuanto menor sea el número de PS del usuario, menos daño hará el ataque.","The user attacks opposing Pokémon with explosive fury. The lower the user's HP, the lower the move's power.","Furia explosiva. Cuanto menor sea el número de PS del usuario, menos daño hará el ataque.",championslab
expanding_force,Expanding Force,Vasta Fuerza,psychic,special,80,100,10,,unknown,0,0,0,0,0,0,0,"The user attacks the target with its psychic power. When the ground is Psychic Terrain, this move's power is boosted and it damages all opposing Pokémon.","El usuario ataca al objetivo con sus poderes psíquicos. Cuando se usa en conjunción con un campo psíquico, aumenta su potencia e inflige daño a todos los rivales.","The user attacks the target with its psychic power. When the ground is Psychic Terrain, this move's power is boosted and it damages all opposing Pokémon.","El usuario ataca al objetivo con sus poderes psíquicos. Cuando se usa en conjunción con un campo psíquico, aumenta su potencia e inflige daño a todos los rivales.",championslab
explosion,Explosion,Explosión,normal,physical,250,100,5,,unknown,0,0,0,0,0,0,0,The user faints upon using this move.,El atacante causa una grandísima explosión y hiere a todos a su alrededor. El usuario se debilita de inmediato.,The user faints upon using this move.,El atacante causa una grandísima explosión y hiere a todos a su alrededor. El usuario se debilita de inmediato.,championslab
extrasensory,Extrasensory,Paranormal,psychic,special,80,100,20,,unknown,0,0,0,0,0,0,0,"The user attacks with an odd, unseeable power. This may also make the target flinch.",Energía muy extraña que puede hacer retroceder al objetivo.,"The user attacks with an odd, unseeable power. This may also make the target flinch.",Energía muy extraña que puede hacer retroceder al objetivo.,championslab
extreme_speed,Extreme Speed,Veloc. Extrema,normal,physical,80,100,5,,unknown,0,0,0,0,0,0,0,The user charges the target at blinding speed. This move always goes first.,Ataque muy rápido que siempre se realiza el primero.,The user charges the target at blinding speed. This move always goes first.,Ataque muy rápido que siempre se realiza el primero.,championslab
facade,Facade,Imagen,normal,physical,70,100,20,,unknown,0,0,0,0,0,0,0,"This move's power is doubled if the user is poisoned, burned, or paralyzed.","Ataca con el doble de potencia si el usuario está quemado, paralizado o envenenado.","This move's power is doubled if the user is poisoned, burned, or paralyzed.","Ataca con el doble de potencia si el usuario está quemado, paralizado o envenenado.",championslab
fairy_lock,Fairy Lock,Cerrojo Feérico,fairy,status,,,20,,unknown,0,0,0,0,0,0,1,Gives all Pokémon on the field the Fairy Locked status.,Consigue que ningún Pokémon pueda huir en el siguiente turno echando un cerrojo.,Gives all Pokémon on the field the Fairy Locked status.,Consigue que ningún Pokémon pueda huir en el siguiente turno echando un cerrojo.,championslab
fake_out,Fake Out,Sorpresa,normal,physical,40,100,10,,unknown,1,0,0,0,0,0,0,This attack hits first and makes the target flinch. It works only on the first turn each time the user enters battle.,"Ataca primero y, además, hace retroceder al objetivo. Solo sirve en el primer turno.",This attack hits first and makes the target flinch. It works only on the first turn each time the user enters battle.,"Ataca primero y, además, hace retroceder al objetivo. Solo sirve en el primer turno.",championslab
fake_tears,Fake Tears,Llanto Falso,dark,status,,100,20,,unknown,0,0,0,0,0,0,1,The user feigns crying to fluster the target. This harshly lowers the target's Sp. Def stat.,Lágrimas de cocodrilo que bajan mucho la Defensa Especial del objetivo.,The user feigns crying to fluster the target. This harshly lowers the target's Sp. Def stat.,Lágrimas de cocodrilo que bajan mucho la Defensa Especial del objetivo.,championslab
feather_dance,Feather Dance,Danza Pluma,flying,status,,100,15,,unknown,0,0,0,0,0,0,1,The user covers the target's body with a mass of down that harshly lowers its Attack stat.,Envuelve al objetivo con un manto de plumas para reducir mucho su Ataque.,The user covers the target's body with a mass of down that harshly lowers its Attack stat.,Envuelve al objetivo con un manto de plumas para reducir mucho su Ataque.,championslab
feint,Feint,Amago,normal,physical,30,100,20,,unknown,0,0,0,0,0,0,0,This move can hit a target using a move such as Protect or Detect and removes the effects of those moves.,Permite golpear a objetivos que usan Protección o Detección y anula dichos movimientos.,This move can hit a target using a move such as Protect or Detect and removes the effects of those moves.,Permite golpear a objetivos que usan Protección o Detección y anula dichos movimientos.,championslab
fell_stinger,Fell Stinger,Aguijón Letal,bug,physical,50,100,25,,unknown,0,0,0,0,0,0,0,"When the user knocks out a target with this move, the user's Attack stat is boosted drastically.","Al derrotar al objetivo utilizando este movimiento, aumenta mucho el Ataque del usuario.","When the user knocks out a target with this move, the user's Attack stat is boosted drastically.","Al derrotar al objetivo utilizando este movimiento, aumenta mucho el Ataque del usuario.",championslab
fickle_beam,Fickle Beam,Láser Veleidoso,dragon,special,80,100,5,,unknown,0,0,0,0,0,0,0,"The user shoots a beam of light to inflict damage. Sometimes all the user's heads shoot beams in unison, doubling the move's power.",,"The user shoots a beam of light to inflict damage. Sometimes all the user's heads shoot beams in unison, doubling the move's power.",,championslab
fiery_dance,Fiery Dance,Danza Llama,fire,special,80,100,10,,unknown,0,0,0,0,0,0,0,"Cloaked in flames, the user dances and flaps its wings. It may also raise the user’s Sp. Atk stat.",Envuelve en llamas y daña al objetivo. Puede aumentar el Ataque Especial de quien lo usa.,"Cloaked in flames, the user dances and flaps its wings. It may also raise the user’s Sp. Atk stat.",Envuelve en llamas y daña al objetivo. Puede aumentar el Ataque Especial de quien lo usa.,championslab
final_gambit,Final Gambit,Sacrificio,fighting,special,,100,5,,unknown,0,0,0,0,0,0,0,The user risks everything to attack the target. The user faints but inflicts damage equal to its own HP.,El usuario se sacrifica causándole un daño al objetivo equivalente a sus propios PS perdidos.,The user risks everything to attack the target. The user faints but inflicts damage equal to its own HP.,El usuario se sacrifica causándole un daño al objetivo equivalente a sus propios PS perdidos.,championslab
fire_blast,Fire Blast,Llamarada,fire,special,110,85,5,,unknown,0,0,0,0,0,0,0,The target is attacked with an intense blast of all-consuming fire. This may also leave the target with a burn.,Llama intensa que chamusca y puede causar quemaduras.,The target is attacked with an intense blast of all-consuming fire. This may also leave the target with a burn.,Llama intensa que chamusca y puede causar quemaduras.,championslab
fire_fang,Fire Fang,Colmillo Ígneo,fire,physical,65,95,15,,unknown,0,0,0,0,1,0,0,The user bites with flame-cloaked fangs. This may also make the target flinch or leave it with a burn.,Usa colmillos en llamas para morder. Puede hacer que el objetivo retroceda o reciba quemaduras.,The user bites with flame-cloaked fangs. This may also make the target flinch or leave it with a burn.,Usa colmillos en llamas para morder. Puede hacer que el objetivo retroceda o reciba quemaduras.,championslab
fire_lash,Fire Lash,Látigo Ígneo,fire,physical,90,100,15,,unknown,0,0,0,0,0,0,0,The user strikes the target with a burning lash. This also lowers the target’s Defense stat.,Golpea al oponente con un látigo incandescente y reduce su Defensa.,The user strikes the target with a burning lash. This also lowers the target’s Defense stat.,Golpea al oponente con un látigo incandescente y reduce su Defensa.,championslab
fire_punch,Fire Punch,Puño Fuego,fire,physical,75,100,15,,unknown,0,0,0,0,0,0,0,The target is attacked with a fiery punch. This may also leave the target with a burn.,Puñetazo ardiente. Puede quemar.,The target is attacked with a fiery punch. This may also leave the target with a burn.,Puñetazo ardiente. Puede quemar.,championslab
fire_spin,Fire Spin,Giro Fuego,fire,special,35,85,20,,unknown,0,0,0,0,0,0,0,Gives the target the Bound status.,Un aro de fuego que atrapa al objetivo de cuatro a cinco turnos.,Gives the target the Bound status.,Un aro de fuego que atrapa al objetivo de cuatro a cinco turnos.,championslab
first_impression,First Impression,Escaramuza,bug,physical,100,100,10,,unknown,0,0,0,0,0,0,0,This move fails unless it is the first move used by the user after it enters a battle.,Movimiento de gran potencia que solo puede usarse en el turno en que el usuario sale al combate.,This move fails unless it is the first move used by the user after it enters a battle.,Movimiento de gran potencia que solo puede usarse en el turno en que el usuario sale al combate.,championslab
fissure,Fissure,Fisura,ground,physical,,30,20,,unknown,0,0,0,0,0,0,0,Knocks out the target. The accuracy of this move is fixed at 30%.,Abre una grieta en el suelo y mete al objetivo en ella. Fulmina en un golpe.,Knocks out the target. The accuracy of this move is fixed at 30%.,Abre una grieta en el suelo y mete al objetivo en ella. Fulmina en un golpe.,championslab
flail,Flail,Azote,normal,physical,,100,15,,unknown,0,0,0,0,0,0,0,"The user flails about aimlessly to attack. The less HP the user has, the greater the move's power.","Ataque frenético. Cuantos menos PS tenga el usuario, más daño producirá.","The user flails about aimlessly to attack. The less HP the user has, the greater the move's power.","Ataque frenético. Cuantos menos PS tenga el usuario, más daño producirá.",championslab
flame_charge,Flame Charge,Nitrocarga,fire,physical,50,100,20,,unknown,0,0,0,0,0,0,0,"The user cloaks itself with flame and attacks. Building up more power, it raises the user’s Speed stat.",Llamas que golpean al objetivo y aumentan la Velocidad del atacante.,"The user cloaks itself with flame and attacks. Building up more power, it raises the user’s Speed stat.",Llamas que golpean al objetivo y aumentan la Velocidad del atacante.,championslab
flamethrower,Flamethrower,Lanzallamas,fire,special,90,100,15,,unknown,0,0,0,0,0,0,0,The target is scorched with an intense blast of fire. This may also leave the target with a burn.,Ataca con una gran ráfaga de fuego que puede causar quemaduras.,The target is scorched with an intense blast of fire. This may also leave the target with a burn.,Ataca con una gran ráfaga de fuego que puede causar quemaduras.,championslab
flare_blitz,Flare Blitz,Envite Ígneo,fire,physical,120,100,15,,unknown,1,0,0,0,0,0,0,A move called Flare Blitz.,"El Pokémon se cubre de llamas y carga contra el objetivo, aunque él también recibe daños. Puede quemar.",A move called Flare Blitz.,"El Pokémon se cubre de llamas y carga contra el objetivo, aunque él también recibe daños. Puede quemar.",championslab
flash_cannon,Flash Cannon,Foco Resplandor,steel,special,80,100,10,,unknown,0,0,0,0,0,0,0,The user gathers all its light energy and releases it at once. This may also lower the target's Sp. Def stat.,El usuario concentra toda la luz del cuerpo y la libera. Puede bajar la Defensa Especial del objetivo.,The user gathers all its light energy and releases it at once. This may also lower the target's Sp. Def stat.,El usuario concentra toda la luz del cuerpo y la libera. Puede bajar la Defensa Especial del objetivo.,championslab
flatter,Flatter,Camelo,dark,status,,100,15,,unknown,0,0,0,0,0,0,1,"Flattery is used to confuse the target. However, this also boosts the target's Sp. Atk stat.","Halaga al objetivo y lo confunde, pero también sube su Ataque Especial.","Flattery is used to confuse the target. However, this also boosts the target's Sp. Atk stat.","Halaga al objetivo y lo confunde, pero también sube su Ataque Especial.",championslab
fling,Fling,Lanzamiento,dark,physical,,100,10,,unknown,0,0,0,0,0,0,0,The user flings its held item at the target to attack. This move's power and effects depend on the item.,Lanza contra el objetivo el objeto que lleva. La fuerza del ataque y su efecto varían según el objeto.,The user flings its held item at the target to attack. This move's power and effects depend on the item.,Lanza contra el objetivo el objeto que lleva. La fuerza del ataque y su efecto varían según el objeto.,championslab
flip_turn,Flip Turn,Viraje,water,physical,60,100,20,,unknown,0,0,0,0,0,0,0,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting.","Tras atacar, el usuario da paso a toda prisa a otro Pokémon del equipo.","After making its attack, the user rushes back to switch places with a party Pokémon in waiting.","Tras atacar, el usuario da paso a toda prisa a otro Pokémon del equipo.",championslab
flower_trick,Flower Trick,Flower Trick,grass,physical,70,,10,,unknown,0,0,0,0,0,0,0,The user throws a rigged bouquet of flowers at the target. This attack never misses and always lands a critical hit.,,The user throws a rigged bouquet of flowers at the target. This attack never misses and always lands a critical hit.,,championslab
fly,Fly,Vuelo,flying,physical,90,95,15,,unknown,0,0,0,0,0,0,0,"The user flies up into the sky on the first turn, then attacks on the next turn.","Primer turno: vuela. Segundo turno: ataca. Fuera de combate, permite ir a sitios ya conocidos.","The user flies up into the sky on the first turn, then attacks on the next turn.","Primer turno: vuela. Segundo turno: ataca. Fuera de combate, permite ir a sitios ya conocidos.",championslab
flying_press,Flying Press,Plancha Voladora,fighting,physical,100,95,10,,unknown,0,0,0,0,0,0,0,The user dives down onto the target from the sky. This move is Fighting and Flying type simultaneously.,El Pokémon que lo usa se lanza sobre su oponente. Este movimiento es de tipo Lucha y tipo Volador al mismo tiempo.,The user dives down onto the target from the sky. This move is Fighting and Flying type simultaneously.,El Pokémon que lo usa se lanza sobre su oponente. Este movimiento es de tipo Lucha y tipo Volador al mismo tiempo.,championslab
focus_blast,Focus Blast,Onda Certera,fighting,special,120,70,5,,unknown,0,0,0,0,0,0,0,The user heightens its mental focus and unleashes its power. This may also lower the target's Sp. Def stat.,Agudiza la concentración mental y libera su poder. Puede disminuir la Defensa Especial del objetivo.,The user heightens its mental focus and unleashes its power. This may also lower the target's Sp. Def stat.,Agudiza la concentración mental y libera su poder. Puede disminuir la Defensa Especial del objetivo.,championslab
focus_energy,Focus Energy,Foco Energía,normal,status,,,30,,unknown,0,0,0,0,0,0,1,The user takes a deep breath and focuses so that its future attacks have a heightened chance of landing critical hits.,Concentra energía para aumentar las posibilidades de un golpe crítico.,The user takes a deep breath and focuses so that its future attacks have a heightened chance of landing critical hits.,Concentra energía para aumentar las posibilidades de un golpe crítico.,championslab
focus_punch,Focus Punch,Puño Certero,fighting,physical,150,100,20,,unknown,0,0,0,1,0,0,0,The user focuses its mind before launching a punch. This move fails if the user is hit before using the move.,Se concentra para dar un puñetazo. Falla si se sufre un golpe antes de su uso.,The user focuses its mind before launching a punch. This move fails if the user is hit before using the move.,Se concentra para dar un puñetazo. Falla si se sufre un golpe antes de su uso.,championslab
follow_me,Follow Me,Señuelo,normal,status,,,20,,unknown,0,0,0,0,0,0,1,"The user draws attention to itself, making all opposing Pokémon take aim only at the user.",Llama la atención para concentrar todos los ataques de todos los del equipo rival hacia sí mismo.,"The user draws attention to itself, making all opposing Pokémon take aim only at the user.",Llama la atención para concentrar todos los ataques de todos los del equipo rival hacia sí mismo.,championslab
forests_curse,Forest's Curse,Condena Silvana,grass,status,,100,20,,unknown,0,0,0,0,0,0,1,Gives the target the Forest Cursed status.,"El objetivo es presa de la maldición del bosque, por lo que pasa a ser un Pokémon de tipo Planta, además de conservar sus tipos habituales.",Gives the target the Forest Cursed status.,"El objetivo es presa de la maldición del bosque, por lo que pasa a ser un Pokémon de tipo Planta, además de conservar sus tipos habituales.",championslab
foul_play,Foul Play,Juego Sucio,dark,physical,95,100,15,,unknown,0,0,0,0,0,0,0,"The user turns the target's strength against it. The higher the target's Attack stat, the greater the damage this move inflicts.","El usuario emplea la fuerza del objetivo para atacarlo. Cuanto mayor es el Ataque del objetivo, más daño provoca.","The user turns the target's strength against it. The higher the target's Attack stat, the greater the damage this move inflicts.","El usuario emplea la fuerza del objetivo para atacarlo. Cuanto mayor es el Ataque del objetivo, más daño provoca.",championslab
freeze_dry,Freeze-Dry,Liofilización,ice,special,70,100,20,,unknown,0,0,0,0,0,0,0,The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types.,Enfría súbitamente al objetivo e incluso puede congelarlo. Es supereficaz contra Pokémon de tipo Agua.,The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types.,Enfría súbitamente al objetivo e incluso puede congelarlo. Es supereficaz contra Pokémon de tipo Agua.,championslab
frenzy_plant,Frenzy Plant,Planta Feroz,grass,special,150,90,5,,unknown,0,0,0,0,0,0,0,The user slams the target with the roots of an enormous tree. The user can't move on the next turn.,Golpea con una enorme planta. Quien lo usa no puede moverse en el siguiente turno.,The user slams the target with the roots of an enormous tree. The user can't move on the next turn.,Golpea con una enorme planta. Quien lo usa no puede moverse en el siguiente turno.,championslab
frost_breath,Frost Breath,Vaho Gélido,ice,special,60,90,15,,unknown,0,0,0,0,0,0,0,Always a critical hit.,Quien lo usa ataca lanzando un aliento gélido. Siempre resulta en un golpe crítico.,Always a critical hit.,Quien lo usa ataca lanzando un aliento gélido. Siempre resulta en un golpe crítico.,championslab
frustration,Frustration,Frustración,normal,physical,,100,20,,unknown,0,0,0,0,0,0,0,An attack based on lack of loyalty.,"Cuanto menor sea la amistad con el Entrenador, más poderoso será este ataque.",An attack based on lack of loyalty.,"Cuanto menor sea la amistad con el Entrenador, más poderoso será este ataque.",championslab
future_sight,Future Sight,Premonición,psychic,special,120,100,10,,unknown,0,0,0,0,0,0,0,"Two turns after this move is used, a hunk of psychic energy attacks the target.",Concentra energía psíquica para golpear al objetivo dos turnos después.,"Two turns after this move is used, a hunk of psychic energy attacks the target.",Concentra energía psíquica para golpear al objetivo dos turnos después.,championslab
gastro_acid,Gastro Acid,Bilis,poison,status,,100,10,,unknown,0,0,0,0,0,0,1,The user hurls up its stomach acids on the target. The fluid eliminates the effect of the target's Ability.,"El usuario arroja sus jugos biliares al objetivo, lo que anula el efecto de la habilidad en uso.",The user hurls up its stomach acids on the target. The fluid eliminates the effect of the target's Ability.,"El usuario arroja sus jugos biliares al objetivo, lo que anula el efecto de la habilidad en uso.",championslab
giga_drain,Giga Drain,Gigadrenado,grass,special,75,100,10,,unknown,0,0,0,0,0,0,0,A nutrient-draining attack. The user's HP is restored by up to half the damage taken by the target.,Un ataque que absorbe nutrientes. Quien lo usa recupera la mitad de los PS del daño que produce.,A nutrient-draining attack. The user's HP is restored by up to half the damage taken by the target.,Un ataque que absorbe nutrientes. Quien lo usa recupera la mitad de los PS del daño que produce.,championslab
giga_impact,Giga Impact,Gigaimpacto,normal,physical,150,90,5,,unknown,0,0,0,0,0,0,0,The user charges at the target using every bit of its power. The user can't move on the next turn.,Carga contra el objetivo usando toda la fuerza que tiene. El Pokémon descansa el turno siguiente.,The user charges at the target using every bit of its power. The user can't move on the next turn.,Carga contra el objetivo usando toda la fuerza que tiene. El Pokémon descansa el turno siguiente.,championslab
