move_key,name_en,confirmed_user_count,inferred_user_count,move_pool_user_count,observed_set_user_count,users
cosmic_power,Cosmic Power,5,0,5,0,"Clefable,Starmie,Castform,Chimecho,Lopunny"
cotton_guard,Cotton Guard,6,0,6,1,"Ampharos,Altaria,Lopunny,Whimsicott,Furfrou,Slurpuff"
cotton_spore,Cotton Spore,4,0,4,0,"Ampharos,Roserade,Whimsicott,Slurpuff"
counter,Counter,31,0,31,0,"Charizard,Machamp,Kangaskhan,Snorlax,Meganium,Feraligatr,Forretress,Scizor,Heracross,Houndoom,Medicham,Infernape,Bastiodon,Lucario,Toxicroak,Weavile,Rhyperior,Gliscor,Conkeldurr,Krookodile,Zoroark,Greninja,Goodra,Mudsdale,Passimian,Kommo-o,Kleavor,Sneasler,Quaquaval,Palafin,Stunfisk (Galarian Stunfisk)"
covet,Covet,20,0,20,0,"Arcanine,Vaporeon,Jolteon,Flareon,Snorlax,Typhlosion,Espeon,Umbreon,Leafeon,Glaceon,Liepard,Emolga,Meowstic (Meowstic-M),Sylveon,Dedenne,Tsareena,Tinkaton,Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Meowstic (Meowstic-F)"
crabhammer,Crabhammer,3,0,3,0,"Gliscor,Clawitzer,Crabominable"
cross_chop,Cross Chop,5,0,5,0,"Machamp,Lucario,Toxicroak,Hawlucha,Incineroar"
cross_poison,Cross Poison,8,0,8,0,"Beedrill,Machamp,Ariados,Toxicroak,Gliscor,Garbodor,Toxapex,Salazzle"
crunch,Crunch,54,0,54,13,"Charizard,Blastoise,Arbok,Arcanine,Kangaskhan,Gyarados,Aerodactyl,Snorlax,Feraligatr,Umbreon,Steelix,Houndoom,Tyranitar,Aggron,Manectric,Sharpedo,Glalie,Torterra,Luxray,Rampardos,Garchomp,Lucario,Hippowdon,Rhyperior,Gliscor,Froslass,Watchog,Liepard,Simisage,Simisear,Simipour,Krookodile,Zoroark,Beartic,Hydreigon,Chesnaught,Pangoro,Furfrou,Tyrantrum,Avalugg,Incineroar,Lycanroc,Araquanid,Morpeko,Basculegion (Basculegion-M),Skeledirge,Maushold,Scovillain,Farigiraf,Stunfisk (Galarian Stunfisk),Arcanine (Hisuian Arcanine),Zoroark (Hisuian Zoroark),Avalugg (Hisuian Avalugg),Basculegion (Basculegion-F)"
crush_claw,Crush Claw,1,0,1,0,Excadrill
curse,Curse,84,0,84,1,"Venusaur,Arcanine,Slowbro,Gengar,Tauros,Vaporeon,Jolteon,Flareon,Aerodactyl,Snorlax,Meganium,Typhlosion,Feraligatr,Espeon,Umbreon,Slowking,Forretress,Steelix,Scizor,Heracross,Skarmory,Tyranitar,Aggron,Manectric,Camerupt,Torkoal,Banette,Chimecho,Absol,Torterra,Rampardos,Bastiodon,Spiritomb,Hippowdon,Abomasnow,Rhyperior,Leafeon,Glaceon,Mamoswine,Froslass,Emboar,Excadrill,Conkeldurr,Krookodile,Cofagrigus,Garbodor,Chandelure,Beartic,Stunfisk,Golurk,Chesnaught,Tyrantrum,Sylveon,Goodra,Trevenant,Gourgeist,Avalugg,Decidueye,Mudsdale,Passimian,Mimikyu,Corviknight,Appletun,Polteageist,Runerigus,Dragapult,Wyrdeer,Skeledirge,Garganacl,Ceruledge,Orthworm,Farigiraf,Sinistcha,Hydrapple,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Stunfisk (Galarian Stunfisk),Typhlosion (Hisuian Typhlosion),Zoroark (Hisuian Zoroark),Goodra (Hisuian Goodra),Avalugg (Hisuian Avalugg),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua))"
dark_pulse,Dark Pulse,59,0,59,12,"Blastoise,Arbok,Ninetales,Gengar,Gyarados,Umbreon,Steelix,Skarmory,Houndoom,Tyranitar,Sableye,Aggron,Sharpedo,Banette,Absol,Glalie,Spiritomb,Lucario,Toxicroak,Weavile,Gliscor,Rotom,Liepard,Krookodile,Cofagrigus,Garbodor,Zoroark,Chandelure,Hydreigon,Greninja,Pangoro,Furfrou,Meowstic (Meowstic-M),Clawitzer,Heliolisk,Tyrantrum,Aurorus,Trevenant,Gourgeist,Noivern,Incineroar,Mimikyu,Polteageist,Hatterene,Runerigus,Morpeko,Meowscarada,Armarouge,Kingambit,Archaludon,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Ninetales (Alolan Ninetales),Samurott (Hisuian Samurott),Zoroark (Hisuian Zoroark),Meowstic (Meowstic-F)"
darkest_lariat,Darkest Lariat,3,0,3,1,"Machamp,Pangoro,Incineroar"
dazzling_gleam,Dazzling Gleam,36,0,36,15,"Raichu,Clefable,Alakazam,Gengar,Starmie,Meganium,Ampharos,Espeon,Gardevoir,Sableye,Altaria,Banette,Chimecho,Roserade,Gallade,Audino,Whimsicott,Delphox,Floette,Florges,Aromatisse,Slurpuff,Sylveon,Dedenne,Klefki,Primarina,Tsareena,Mimikyu,Hatterene,Mr. Rime,Alcremie,Espathra,Glimmora,Farigiraf,Raichu (Alolan Raichu),Ninetales (Alolan Ninetales)"
decorate,Decorate,1,0,1,1,Alcremie
defog,Defog,11,0,11,1,"Scizor,Altaria,Conkeldurr,Emolga,Talonflame,Hawlucha,Noivern,Decidueye,Corviknight,Kleavor,Decidueye (Hisuian Decidueye)"
destiny_bond,Destiny Bond,16,0,16,2,"Gengar,Houndoom,Gardevoir,Sharpedo,Banette,Spiritomb,Gallade,Froslass,Cofagrigus,Aegislash,Trevenant,Gourgeist,Mimikyu,Runerigus,Armarouge,Ceruledge"
detect,Detect,24,0,24,0,"Machamp,Pinsir,Vaporeon,Jolteon,Flareon,Espeon,Umbreon,Heracross,Sableye,Medicham,Absol,Lucario,Leafeon,Glaceon,Samurott,Watchog,Conkeldurr,Zoroark,Pangoro,Sylveon,Hawlucha,Quaquaval,Samurott (Hisuian Samurott),Zoroark (Hisuian Zoroark)"
dig,Dig,97,0,97,0,"Charizard,Blastoise,Arbok,Pikachu,Raichu,Clefable,Ninetales,Arcanine,Machamp,Slowbro,Kangaskhan,Pinsir,Tauros,Vaporeon,Jolteon,Flareon,Snorlax,Typhlosion,Feraligatr,Ariados,Ampharos,Azumarill,Politoed,Espeon,Umbreon,Slowking,Forretress,Steelix,Heracross,Tyranitar,Sableye,Aggron,Camerupt,Infernape,Empoleon,Rampardos,Bastiodon,Lopunny,Garchomp,Lucario,Hippowdon,Toxicroak,Weavile,Rhyperior,Leafeon,Glaceon,Gliscor,Mamoswine,Emboar,Samurott,Watchog,Simisage,Simisear,Simipour,Excadrill,Audino,Conkeldurr,Krookodile,Zoroark,Beartic,Stunfisk,Golurk,Chesnaught,Greninja,Diggersby,Pangoro,Furfrou,Meowstic (Meowstic-M),Heliolisk,Tyrantrum,Sylveon,Hawlucha,Dedenne,Trevenant,Crabominable,Lycanroc,Sandaconda,Wyrdeer,Sneasler,Skeledirge,Maushold,Garganacl,Orthworm,Kingambit,Raichu (Alolan Raichu),Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Stunfisk (Galarian Stunfisk),Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Samurott (Hisuian Samurott),Zoroark (Hisuian Zoroark),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua)),Meowstic (Meowstic-F)"
dire_claw,Dire Claw,1,0,1,1,Sneasler
disable,Disable,28,0,28,1,"Ninetales,Alakazam,Slowbro,Gengar,Kangaskhan,Ariados,Slowking,Gardevoir,Sableye,Banette,Chimecho,Glalie,Spiritomb,Gallade,Froslass,Cofagrigus,Aromatisse,Trevenant,Gourgeist,Salazzle,Runerigus,Dragapult,Wyrdeer,Armarouge,Ceruledge,Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking)"
discharge,Discharge,19,0,19,1,"Pikachu,Raichu,Jolteon,Ampharos,Manectric,Luxray,Rotom,Emolga,Stunfisk,Heliolisk,Aurorus,Dedenne,Bellibolt,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu)"
dive,Dive,25,0,25,0,"Blastoise,Slowbro,Starmie,Gyarados,Vaporeon,Dragonite,Feraligatr,Azumarill,Politoed,Slowking,Sharpedo,Milotic,Empoleon,Samurott,Simipour,Beartic,Greninja,Clawitzer,Primarina,Araquanid,Dragapult,Palafin,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Samurott (Hisuian Samurott)"
double_edge,Double-Edge,95,0,95,6,"Venusaur,Charizard,Blastoise,Beedrill,Arbok,Clefable,Ninetales,Arcanine,Machamp,Kangaskhan,Starmie,Tauros,Gyarados,Vaporeon,Jolteon,Flareon,Snorlax,Meganium,Typhlosion,Feraligatr,Ampharos,Azumarill,Politoed,Espeon,Umbreon,Forretress,Steelix,Scizor,Heracross,Houndoom,Tyranitar,Aggron,Sharpedo,Camerupt,Torkoal,Altaria,Milotic,Chimecho,Absol,Torterra,Infernape,Empoleon,Luxray,Rampardos,Bastiodon,Garchomp,Abomasnow,Rhyperior,Leafeon,Glaceon,Gliscor,Mamoswine,Serperior,Emboar,Watchog,Excadrill,Audino,Conkeldurr,Krookodile,Beartic,Golurk,Volcarona,Chesnaught,Talonflame,Furfrou,Sylveon,Avalugg,Noivern,Incineroar,Lycanroc,Mudsdale,Passimian,Kommo-o,Corviknight,Morpeko,Dragapult,Wyrdeer,Kleavor,Basculegion (Basculegion-M),Maushold,Garganacl,Espathra,Orthworm,Farigiraf,Archaludon,Hydrapple,Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Avalugg (Hisuian Avalugg),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua)),Basculegion (Basculegion-F)"
double_hit,Double Hit,18,0,18,0,"Beedrill,Kangaskhan,Pinsir,Scizor,Lopunny,Weavile,Mamoswine,Hydreigon,Aegislash,Dragapult,Kleavor,Sneasler,Quaquaval,Maushold,Scovillain,Palafin,Farigiraf,Hydrapple"
double_kick,Double Kick,3,0,3,0,"Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua))"
double_slap,Double Slap,1,0,1,0,Tsareena
double_team,Double Team,31,0,31,0,"Pikachu,Raichu,Alakazam,Scizor,Gardevoir,Absol,Glalie,Gallade,Froslass,Rotom,Watchog,Liepard,Emolga,Chandelure,Delphox,Greninja,Noivern,Decidueye,Lycanroc,Tsareena,Mimikyu,Dragapult,Kleavor,Meowscarada,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu),Decidueye (Hisuian Decidueye)"
draco_meteor,Draco Meteor,15,0,15,9,"Dragonite,Altaria,Garchomp,Hydreigon,Tyrantrum,Goodra,Noivern,Drampa,Kommo-o,Flapple,Appletun,Dragapult,Archaludon,Hydrapple,Goodra (Hisuian Goodra)"
dragon_breath,Dragon Breath,1,0,1,0,Goodra (Hisuian Goodra)
dragon_cheer,Dragon Cheer,18,0,18,0,"Charizard,Gyarados,Dragonite,Ampharos,Altaria,Milotic,Rampardos,Garchomp,Hydreigon,Tyrantrum,Goodra,Noivern,Salazzle,Drampa,Kommo-o,Dragapult,Archaludon,Hydrapple"
dragon_claw,Dragon Claw,21,0,21,6,"Charizard,Aerodactyl,Dragonite,Feraligatr,Tyranitar,Aggron,Altaria,Rampardos,Garchomp,Krookodile,Chesnaught,Pangoro,Tyrantrum,Goodra,Noivern,Salazzle,Drampa,Kommo-o,Dragapult,Ceruledge,Goodra (Hisuian Goodra)"
dragon_dance,Dragon Dance,17,0,17,7,"Charizard,Gyarados,Aerodactyl,Dragonite,Feraligatr,Steelix,Tyranitar,Altaria,Milotic,Hydreigon,Tyrantrum,Noivern,Salazzle,Drampa,Kommo-o,Flapple,Dragapult"
dragon_darts,Dragon Darts,1,0,1,1,Dragapult
dragon_pulse,Dragon Pulse,37,0,37,10,"Charizard,Blastoise,Arcanine,Gyarados,Aerodactyl,Dragonite,Feraligatr,Ampharos,Steelix,Tyranitar,Aggron,Altaria,Milotic,Rampardos,Garchomp,Lucario,Rhyperior,Serperior,Krookodile,Hydreigon,Clawitzer,Heliolisk,Tyrantrum,Goodra,Noivern,Salazzle,Drampa,Kommo-o,Flapple,Appletun,Runerigus,Dragapult,Armarouge,Archaludon,Hydrapple,Arcanine (Hisuian Arcanine),Goodra (Hisuian Goodra)"
dragon_rush,Dragon Rush,14,0,14,1,"Charizard,Gyarados,Dragonite,Aggron,Altaria,Garchomp,Rhyperior,Hydreigon,Heliolisk,Noivern,Drampa,Flapple,Sandaconda,Dragapult"
dragon_tail,Dragon Tail,25,0,25,0,"Charizard,Arbok,Gyarados,Dragonite,Meganium,Feraligatr,Ampharos,Steelix,Tyranitar,Milotic,Rampardos,Garchomp,Rhyperior,Serperior,Krookodile,Hydreigon,Heliolisk,Tyrantrum,Goodra,Salazzle,Kommo-o,Appletun,Dragapult,Archaludon,Hydrapple"
drain_punch,Drain Punch,37,0,37,12,"Raichu,Clefable,Alakazam,Machamp,Slowbro,Gengar,Kangaskhan,Slowking,Sableye,Medicham,Infernape,Lopunny,Lucario,Toxicroak,Gallade,Emboar,Audino,Conkeldurr,Garbodor,Reuniclus,Golurk,Chesnaught,Pangoro,Aromatisse,Slurpuff,Hawlucha,Trevenant,Incineroar,Crabominable,Passimian,Mimikyu,Kommo-o,Mr. Rime,Alcremie,Palafin,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking)"
draining_kiss,Draining Kiss,29,0,29,1,"Pikachu,Raichu,Clefable,Azumarill,Espeon,Gardevoir,Milotic,Chimecho,Lopunny,Gallade,Froslass,Audino,Vivillon,Floette,Florges,Aromatisse,Slurpuff,Sylveon,Dedenne,Klefki,Primarina,Tsareena,Mimikyu,Hatterene,Alcremie,Tinkaton,Palafin,Raichu (Alolan Raichu),Ninetales (Alolan Ninetales)"
drill_peck,Drill Peck,5,0,5,1,"Skarmory,Empoleon,Toucannon,Corviknight,Espathra"
drill_run,Drill Run,13,0,13,1,"Beedrill,Forretress,Steelix,Skarmory,Rhyperior,Samurott,Excadrill,Lycanroc,Sandaconda,Samurott (Hisuian Samurott),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua))"
dual_wingbeat,Dual Wingbeat,22,0,22,1,"Beedrill,Pidgeot,Clefable,Aerodactyl,Scizor,Skarmory,Pelipper,Altaria,Empoleon,Gliscor,Emolga,Hydreigon,Volcarona,Talonflame,Hawlucha,Noivern,Decidueye,Toucannon,Corviknight,Flapple,Kleavor,Decidueye (Hisuian Decidueye)"
dynamic_punch,Dynamic Punch,9,0,9,1,"Machamp,Kangaskhan,Medicham,Lopunny,Toxicroak,Conkeldurr,Golurk,Crabominable,Garganacl"
earth_power,Earth Power,39,0,39,8,"Venusaur,Aerodactyl,Meganium,Politoed,Forretress,Steelix,Tyranitar,Aggron,Camerupt,Torkoal,Torterra,Rampardos,Bastiodon,Garchomp,Hippowdon,Abomasnow,Rhyperior,Gliscor,Mamoswine,Excadrill,Krookodile,Stunfisk,Golurk,Hydreigon,Diggersby,Tyrantrum,Aurorus,Lycanroc,Mudsdale,Drampa,Sandaconda,Runerigus,Wyrdeer,Skeledirge,Garganacl,Orthworm,Glimmora,Hydrapple,Stunfisk (Galarian Stunfisk)"
earthquake,Earthquake,84,0,84,37,"Venusaur,Charizard,Blastoise,Arbok,Machamp,Slowbro,Kangaskhan,Pinsir,Tauros,Gyarados,Aerodactyl,Snorlax,Dragonite,Meganium,Typhlosion,Feraligatr,Politoed,Slowking,Forretress,Steelix,Heracross,Tyranitar,Aggron,Sharpedo,Camerupt,Torkoal,Altaria,Glalie,Torterra,Infernape,Empoleon,Rampardos,Bastiodon,Garchomp,Lucario,Hippowdon,Toxicroak,Abomasnow,Rhyperior,Gliscor,Mamoswine,Gallade,Emboar,Excadrill,Conkeldurr,Krookodile,Beartic,Stunfisk,Golurk,Hydreigon,Chesnaught,Diggersby,Pangoro,Tyrantrum,Aurorus,Goodra,Trevenant,Avalugg,Incineroar,Crabominable,Mudsdale,Oranguru,Passimian,Drampa,Kommo-o,Appletun,Sandaconda,Runerigus,Wyrdeer,Skeledirge,Garganacl,Orthworm,Farigiraf,Archaludon,Hydrapple,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Stunfisk (Galarian Stunfisk),Typhlosion (Hisuian Typhlosion),Goodra (Hisuian Goodra),Avalugg (Hisuian Avalugg),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua))"
eerie_impulse,Eerie Impulse,19,0,19,0,"Pikachu,Raichu,Jolteon,Ampharos,Manectric,Luxray,Rotom,Emolga,Stunfisk,Heliolisk,Dedenne,Morpeko,Bellibolt,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu)"
eerie_spell,Eerie Spell,1,0,1,0,Slowking (Galarian Slowking)
electric_terrain,Electric Terrain,18,0,18,0,"Pikachu,Raichu,Jolteon,Ampharos,Manectric,Luxray,Rotom,Stunfisk,Heliolisk,Dedenne,Morpeko,Bellibolt,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu)"
electrify,Electrify,1,0,1,0,Heliolisk
electro_ball,Electro Ball,18,0,18,0,"Pikachu,Raichu,Jolteon,Ampharos,Manectric,Luxray,Rotom,Emolga,Heliolisk,Dedenne,Morpeko,Bellibolt,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu)"
electro_shot,Electro Shot,1,0,1,1,Archaludon
electroweb,Electroweb,20,0,20,3,"Beedrill,Pikachu,Raichu,Jolteon,Ariados,Ampharos,Luxray,Rotom,Emolga,Stunfisk,Heliolisk,Dedenne,Passimian,Bellibolt,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu)"
encore,Encore,45,0,45,10,"Pikachu,Raichu,Clefable,Ninetales,Alakazam,Machamp,Victreebel,Snorlax,Meganium,Azumarill,Politoed,Gardevoir,Sableye,Banette,Chimecho,Infernape,Lopunny,Toxicroak,Gallade,Samurott,Liepard,Audino,Whimsicott,Zoroark,Reuniclus,Emolga,Beartic,Delphox,Aromatisse,Aurorus,Hawlucha,Primarina,Toucannon,Salazzle,Oranguru,Mr. Rime,Alcremie,Skeledirge,Quaquaval,Maushold,Tinkaton,Palafin,Raichu (Alolan Raichu),Ninetales (Alolan Ninetales),Samurott (Hisuian Samurott)"
endeavor,Endeavor,60,0,60,0,"Beedrill,Pikachu,Raichu,Clefable,Kangaskhan,Tauros,Gyarados,Flareon,Meganium,Typhlosion,Feraligatr,Ampharos,Politoed,Heracross,Houndoom,Aggron,Camerupt,Altaria,Infernape,Rampardos,Rhyperior,Mamoswine,Emboar,Whimsicott,Krookodile,Reuniclus,Beartic,Chesnaught,Floette,Florges,Furfrou,Slurpuff,Hawlucha,Dedenne,Incineroar,Toucannon,Crabominable,Lycanroc,Mudsdale,Araquanid,Salazzle,Tsareena,Oranguru,Kommo-o,Flapple,Sandaconda,Alcremie,Morpeko,Basculegion (Basculegion-M),Quaquaval,Scovillain,Tinkaton,Palafin,Farigiraf,Raichu (Alolan Raichu),Typhlosion (Hisuian Typhlosion),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua)),Basculegion (Basculegion-F)"
endure,Endure,207,0,207,3,"Venusaur,Charizard,Blastoise,Beedrill,Pidgeot,Arbok,Pikachu,Raichu,Clefable,Ninetales,Arcanine,Alakazam,Machamp,Victreebel,Slowbro,Gengar,Kangaskhan,Starmie,Pinsir,Tauros,Gyarados,Vaporeon,Jolteon,Flareon,Aerodactyl,Snorlax,Dragonite,Meganium,Typhlosion,Feraligatr,Ariados,Ampharos,Azumarill,Politoed,Espeon,Umbreon,Slowking,Forretress,Steelix,Scizor,Heracross,Skarmory,Houndoom,Tyranitar,Pelipper,Gardevoir,Sableye,Aggron,Medicham,Manectric,Sharpedo,Camerupt,Torkoal,Altaria,Milotic,Castform,Banette,Chimecho,Absol,Glalie,Torterra,Infernape,Empoleon,Luxray,Roserade,Rampardos,Bastiodon,Lopunny,Spiritomb,Garchomp,Lucario,Hippowdon,Toxicroak,Abomasnow,Weavile,Rhyperior,Leafeon,Glaceon,Gliscor,Mamoswine,Gallade,Froslass,Rotom,Serperior,Emboar,Samurott,Watchog,Liepard,Simisage,Simisear,Simipour,Excadrill,Audino,Conkeldurr,Whimsicott,Krookodile,Cofagrigus,Garbodor,Zoroark,Reuniclus,Vanilluxe,Emolga,Chandelure,Beartic,Stunfisk,Golurk,Hydreigon,Volcarona,Chesnaught,Delphox,Greninja,Diggersby,Talonflame,Vivillon,Floette,Florges,Pangoro,Furfrou,Meowstic (Meowstic-M),Aegislash,Aromatisse,Slurpuff,Clawitzer,Heliolisk,Tyrantrum,Aurorus,Sylveon,Hawlucha,Dedenne,Goodra,Klefki,Trevenant,Gourgeist,Avalugg,Noivern,Decidueye,Incineroar,Primarina,Toucannon,Crabominable,Lycanroc,Toxapex,Mudsdale,Araquanid,Salazzle,Tsareena,Oranguru,Passimian,Mimikyu,Drampa,Kommo-o,Corviknight,Flapple,Appletun,Sandaconda,Polteageist,Hatterene,Mr. Rime,Runerigus,Alcremie,Morpeko,Dragapult,Wyrdeer,Kleavor,Basculegion (Basculegion-M),Sneasler,Meowscarada,Skeledirge,Quaquaval,Maushold,Garganacl,Armarouge,Ceruledge,Bellibolt,Scovillain,Espathra,Tinkaton,Palafin,Orthworm,Glimmora,Farigiraf,Kingambit,Sinistcha,Archaludon,Hydrapple,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu),Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Stunfisk (Galarian Stunfisk),Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Samurott (Hisuian Samurott),Zoroark (Hisuian Zoroark),Goodra (Hisuian Goodra),Decidueye (Hisuian Decidueye),Avalugg (Hisuian Avalugg),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua)),Meowstic (Meowstic-F),Basculegion (Basculegion-F)"
energy_ball,Energy Ball,54,0,54,14,"Venusaur,Ninetales,Alakazam,Victreebel,Gengar,Meganium,Gardevoir,Sableye,Medicham,Castform,Chimecho,Torterra,Roserade,Abomasnow,Leafeon,Gallade,Serperior,Simisage,Whimsicott,Cofagrigus,Reuniclus,Emolga,Chandelure,Chesnaught,Vivillon,Floette,Florges,Meowstic (Meowstic-M),Aromatisse,Slurpuff,Trevenant,Gourgeist,Decidueye,Primarina,Tsareena,Oranguru,Passimian,Drampa,Flapple,Appletun,Mr. Rime,Runerigus,Alcremie,Wyrdeer,Meowscarada,Armarouge,Scovillain,Espathra,Glimmora,Farigiraf,Sinistcha,Hydrapple,Decidueye (Hisuian Decidueye),Meowstic (Meowstic-F)"
entrainment,Entrainment,8,0,8,0,"Lopunny,Audino,Pangoro,Clawitzer,Hawlucha,Dedenne,Araquanid,Alcremie"
eruption,Eruption,4,0,4,4,"Typhlosion,Camerupt,Torkoal,Typhlosion (Hisuian Typhlosion)"
expanding_force,Expanding Force,23,0,23,3,"Alakazam,Slowbro,Starmie,Espeon,Slowking,Gardevoir,Medicham,Chimecho,Gallade,Reuniclus,Delphox,Meowstic (Meowstic-M),Oranguru,Hatterene,Mr. Rime,Wyrdeer,Armarouge,Espathra,Farigiraf,Raichu (Alolan Raichu),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Meowstic (Meowstic-F)"
explosion,Explosion,7,0,7,1,"Forretress,Glalie,Garbodor,Vanilluxe,Gourgeist,Garganacl,Glimmora"
extrasensory,Extrasensory,13,0,13,2,"Ninetales,Typhlosion,Chimecho,Roserade,Zoroark,Greninja,Oranguru,Drampa,Wyrdeer,Ninetales (Alolan Ninetales),Typhlosion (Hisuian Typhlosion),Zoroark (Hisuian Zoroark),Meowstic (Meowstic-F)"
extreme_speed,Extreme Speed,4,0,4,3,"Arcanine,Dragonite,Lucario,Arcanine (Hisuian Arcanine)"
facade,Facade,204,0,204,4,"Venusaur,Charizard,Blastoise,Beedrill,Pidgeot,Arbok,Pikachu,Raichu,Clefable,Ninetales,Arcanine,Alakazam,Machamp,Slowbro,Gengar,Kangaskhan,Starmie,Pinsir,Tauros,Gyarados,Vaporeon,Jolteon,Flareon,Aerodactyl,Snorlax,Dragonite,Meganium,Typhlosion,Feraligatr,Ariados,Ampharos,Azumarill,Politoed,Espeon,Umbreon,Slowking,Forretress,Steelix,Scizor,Heracross,Skarmory,Houndoom,Tyranitar,Pelipper,Gardevoir,Sableye,Aggron,Medicham,Manectric,Sharpedo,Camerupt,Torkoal,Altaria,Milotic,Castform,Banette,Chimecho,Absol,Glalie,Torterra,Infernape,Empoleon,Luxray,Roserade,Rampardos,Bastiodon,Lopunny,Spiritomb,Garchomp,Lucario,Hippowdon,Toxicroak,Abomasnow,Weavile,Rhyperior,Leafeon,Glaceon,Gliscor,Mamoswine,Gallade,Froslass,Rotom,Serperior,Emboar,Samurott,Watchog,Liepard,Simisage,Simisear,Simipour,Excadrill,Audino,Conkeldurr,Whimsicott,Krookodile,Cofagrigus,Garbodor,Zoroark,Reuniclus,Vanilluxe,Emolga,Chandelure,Beartic,Stunfisk,Golurk,Hydreigon,Volcarona,Chesnaught,Delphox,Greninja,Diggersby,Talonflame,Vivillon,Floette,Florges,Pangoro,Furfrou,Meowstic (Meowstic-M),Aegislash,Aromatisse,Slurpuff,Clawitzer,Heliolisk,Tyrantrum,Aurorus,Sylveon,Hawlucha,Dedenne,Goodra,Klefki,Trevenant,Gourgeist,Avalugg,Noivern,Decidueye,Incineroar,Primarina,Toucannon,Crabominable,Lycanroc,Toxapex,Mudsdale,Araquanid,Salazzle,Tsareena,Oranguru,Passimian,Mimikyu,Drampa,Kommo-o,Corviknight,Flapple,Appletun,Sandaconda,Polteageist,Hatterene,Mr. Rime,Runerigus,Alcremie,Morpeko,Dragapult,Wyrdeer,Kleavor,Basculegion (Basculegion-M),Sneasler,Meowscarada,Skeledirge,Quaquaval,Maushold,Garganacl,Armarouge,Ceruledge,Scovillain,Espathra,Tinkaton,Palafin,Orthworm,Glimmora,Farigiraf,Kingambit,Archaludon,Hydrapple,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu),Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Stunfisk (Galarian Stunfisk),Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Samurott (Hisuian Samurott),Zoroark (Hisuian Zoroark),Goodra (Hisuian Goodra),Decidueye (Hisuian Decidueye),Avalugg (Hisuian Avalugg),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua)),Meowstic (Meowstic-F),Basculegion (Basculegion-F)"
fairy_lock,Fairy Lock,1,0,1,0,Klefki
