pokemon_id,role_key,name_en,name_es,description_en,description_es,confidence,season_key,format,curation_source_key,notes
359,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
362,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
362,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
389,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
392,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
392,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
395,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
395,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
405,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
405,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
405,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
405,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
407,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
409,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
411,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
428,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
428,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
428,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
442,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
442,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
442,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
445,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
445,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
448,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
450,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
454,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
454,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
454,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
460,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
460,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
461,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
461,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
461,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
461,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
464,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
464,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
464,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
470,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
471,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
471,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
471,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
472,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
472,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
472,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
473,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
473,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
475,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
475,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
475,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
475,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
478,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
478,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
479,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
479,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
479,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
497,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
500,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
500,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
503,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
503,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
505,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
510,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
510,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
512,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
512,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
514,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
514,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
516,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
516,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
516,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
530,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
530,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
531,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
531,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
531,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
531,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
534,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
534,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
547,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
547,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
547,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
547,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
553,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
553,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
563,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
563,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
563,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
569,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Fallback derived role for full table coverage.
571,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
571,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
571,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
579,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
579,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
579,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
579,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
579,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
584,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
587,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
587,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
587,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
609,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
609,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
609,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
609,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
614,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
614,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
618,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
618,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
623,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
623,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
623,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
635,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
635,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
635,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
635,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
637,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
637,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
637,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
637,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
652,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
655,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
655,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
655,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
658,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
658,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
658,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
660,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
663,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
663,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
663,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
666,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
666,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
666,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
670,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
671,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
675,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
675,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
675,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
676,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
676,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
676,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
