move_key,name_en,name_es,confirmed_user_count,inferred_user_count,move_pool_user_count,observed_set_user_count,observed_set_coverage_pct,users
coaching,Coaching,Motivación,18,0,18,3,16.7,"Machamp,Heracross,Medicham,Infernape,Lucario,Toxicroak,Gallade,Emboar,Conkeldurr,Chesnaught,Pangoro,Hawlucha,Crabominable,Passimian,Kommo-o,Sneasler,Quaquaval,Decidueye (Hisuian Decidueye)"
coil,Coil,Enrosque,5,0,5,4,80.0,"Arbok,Milotic,Serperior,Sandaconda,Orthworm"
comeuppance,Comeuppance,Comeuppance,3,0,3,0,0.0,"Houndoom,Pangoro,Zoroark (Hisuian Zoroark)"
confide,Confide,Confidencia,1,0,1,0,0.0,Tsareena
confuse_ray,Confuse Ray,Rayo Confuso,50,0,50,0,0.0,"Ninetales,Gengar,Starmie,Ampharos,Espeon,Umbreon,Gardevoir,Sableye,Milotic,Banette,Absol,Luxray,Spiritomb,Gallade,Froslass,Rotom,Watchog,Cofagrigus,Zoroark,Reuniclus,Chandelure,Golurk,Delphox,Vivillon,Trevenant,Gourgeist,Decidueye,Mimikyu,Polteageist,Mr. Rime,Runerigus,Dragapult,Wyrdeer,Basculegion (Basculegion-M),Armarouge,Ceruledge,Bellibolt,Espathra,Glimmora,Farigiraf,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Ninetales (Alolan Ninetales),Typhlosion (Hisuian Typhlosion),Zoroark (Hisuian Zoroark),Decidueye (Hisuian Decidueye),Basculegion (Basculegion-F)"
copycat,Copycat,Copión,23,0,23,0,0.0,"Clefable,Vaporeon,Jolteon,Flareon,Azumarill,Espeon,Umbreon,Lopunny,Lucario,Leafeon,Glaceon,Samurott,Liepard,Delphox,Floette,Florges,Slurpuff,Sylveon,Mimikyu,Mr. Rime,Meowscarada,Maushold,Samurott (Hisuian Samurott)"
corrosive_gas,Corrosive Gas,Gas Corrosivo,4,0,4,0,0.0,"Gengar,Toxicroak,Garbodor,Salazzle"
cosmic_power,Cosmic Power,Masa Cósmica,5,0,5,0,0.0,"Clefable,Starmie,Castform,Chimecho,Lopunny"
cotton_guard,Cotton Guard,Rizo Algodón,6,0,6,1,16.7,"Ampharos,Altaria,Lopunny,Whimsicott,Furfrou,Slurpuff"
cotton_spore,Cotton Spore,Esporagodón,4,0,4,0,0.0,"Ampharos,Roserade,Whimsicott,Slurpuff"
counter,Counter,Contraataque,31,0,31,0,0.0,"Charizard,Machamp,Kangaskhan,Snorlax,Meganium,Feraligatr,Forretress,Scizor,Heracross,Houndoom,Medicham,Infernape,Bastiodon,Lucario,Toxicroak,Weavile,Rhyperior,Gliscor,Conkeldurr,Krookodile,Zoroark,Greninja,Goodra,Mudsdale,Passimian,Kommo-o,Kleavor,Sneasler,Quaquaval,Palafin,Stunfisk (Galarian Stunfisk)"
covet,Covet,Antojo,20,0,20,0,0.0,"Arcanine,Vaporeon,Jolteon,Flareon,Snorlax,Typhlosion,Espeon,Umbreon,Leafeon,Glaceon,Liepard,Emolga,Meowstic (Meowstic-M),Sylveon,Dedenne,Tsareena,Tinkaton,Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Meowstic (Meowstic-F)"
crabhammer,Crabhammer,Martillazo,3,0,3,0,0.0,"Gliscor,Clawitzer,Crabominable"
cross_chop,Cross Chop,Tajo Cruzado,5,0,5,0,0.0,"Machamp,Lucario,Toxicroak,Hawlucha,Incineroar"
cross_poison,Cross Poison,Veneno X,8,0,8,0,0.0,"Beedrill,Machamp,Ariados,Toxicroak,Gliscor,Garbodor,Toxapex,Salazzle"
crunch,Crunch,Triturar,54,0,54,13,24.1,"Charizard,Blastoise,Arbok,Arcanine,Kangaskhan,Gyarados,Aerodactyl,Snorlax,Feraligatr,Umbreon,Steelix,Houndoom,Tyranitar,Aggron,Manectric,Sharpedo,Glalie,Torterra,Luxray,Rampardos,Garchomp,Lucario,Hippowdon,Rhyperior,Gliscor,Froslass,Watchog,Liepard,Simisage,Simisear,Simipour,Krookodile,Zoroark,Beartic,Hydreigon,Chesnaught,Pangoro,Furfrou,Tyrantrum,Avalugg,Incineroar,Lycanroc,Araquanid,Morpeko,Basculegion (Basculegion-M),Skeledirge,Maushold,Scovillain,Farigiraf,Stunfisk (Galarian Stunfisk),Arcanine (Hisuian Arcanine),Zoroark (Hisuian Zoroark),Avalugg (Hisuian Avalugg),Basculegion (Basculegion-F)"
crush_claw,Crush Claw,Garra Brutal,1,0,1,0,0.0,Excadrill
curse,Curse,Maldición,84,0,84,1,1.2,"Venusaur,Arcanine,Slowbro,Gengar,Tauros,Vaporeon,Jolteon,Flareon,Aerodactyl,Snorlax,Meganium,Typhlosion,Feraligatr,Espeon,Umbreon,Slowking,Forretress,Steelix,Scizor,Heracross,Skarmory,Tyranitar,Aggron,Manectric,Camerupt,Torkoal,Banette,Chimecho,Absol,Torterra,Rampardos,Bastiodon,Spiritomb,Hippowdon,Abomasnow,Rhyperior,Leafeon,Glaceon,Mamoswine,Froslass,Emboar,Excadrill,Conkeldurr,Krookodile,Cofagrigus,Garbodor,Chandelure,Beartic,Stunfisk,Golurk,Chesnaught,Tyrantrum,Sylveon,Goodra,Trevenant,Gourgeist,Avalugg,Decidueye,Mudsdale,Passimian,Mimikyu,Corviknight,Appletun,Polteageist,Runerigus,Dragapult,Wyrdeer,Skeledirge,Garganacl,Ceruledge,Orthworm,Farigiraf,Sinistcha,Hydrapple,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Stunfisk (Galarian Stunfisk),Typhlosion (Hisuian Typhlosion),Zoroark (Hisuian Zoroark),Goodra (Hisuian Goodra),Avalugg (Hisuian Avalugg),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua))"
dark_pulse,Dark Pulse,Pulso Umbrío,59,0,59,12,20.3,"Blastoise,Arbok,Ninetales,Gengar,Gyarados,Umbreon,Steelix,Skarmory,Houndoom,Tyranitar,Sableye,Aggron,Sharpedo,Banette,Absol,Glalie,Spiritomb,Lucario,Toxicroak,Weavile,Gliscor,Rotom,Liepard,Krookodile,Cofagrigus,Garbodor,Zoroark,Chandelure,Hydreigon,Greninja,Pangoro,Furfrou,Meowstic (Meowstic-M),Clawitzer,Heliolisk,Tyrantrum,Aurorus,Trevenant,Gourgeist,Noivern,Incineroar,Mimikyu,Polteageist,Hatterene,Runerigus,Morpeko,Meowscarada,Armarouge,Kingambit,Archaludon,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Ninetales (Alolan Ninetales),Samurott (Hisuian Samurott),Zoroark (Hisuian Zoroark),Meowstic (Meowstic-F)"
darkest_lariat,Darkest Lariat,Lariat Oscuro,3,0,3,1,33.3,"Machamp,Pangoro,Incineroar"
dazzling_gleam,Dazzling Gleam,Brillo Mágico,36,0,36,15,41.7,"Raichu,Clefable,Alakazam,Gengar,Starmie,Meganium,Ampharos,Espeon,Gardevoir,Sableye,Altaria,Banette,Chimecho,Roserade,Gallade,Audino,Whimsicott,Delphox,Floette,Florges,Aromatisse,Slurpuff,Sylveon,Dedenne,Klefki,Primarina,Tsareena,Mimikyu,Hatterene,Mr. Rime,Alcremie,Espathra,Glimmora,Farigiraf,Raichu (Alolan Raichu),Ninetales (Alolan Ninetales)"
decorate,Decorate,Decoración,1,0,1,1,100.0,Alcremie
defog,Defog,Despejar,11,0,11,1,9.1,"Scizor,Altaria,Conkeldurr,Emolga,Talonflame,Hawlucha,Noivern,Decidueye,Corviknight,Kleavor,Decidueye (Hisuian Decidueye)"
destiny_bond,Destiny Bond,Mismo Destino,16,0,16,2,12.5,"Gengar,Houndoom,Gardevoir,Sharpedo,Banette,Spiritomb,Gallade,Froslass,Cofagrigus,Aegislash,Trevenant,Gourgeist,Mimikyu,Runerigus,Armarouge,Ceruledge"
detect,Detect,Detección,24,0,24,0,0.0,"Machamp,Pinsir,Vaporeon,Jolteon,Flareon,Espeon,Umbreon,Heracross,Sableye,Medicham,Absol,Lucario,Leafeon,Glaceon,Samurott,Watchog,Conkeldurr,Zoroark,Pangoro,Sylveon,Hawlucha,Quaquaval,Samurott (Hisuian Samurott),Zoroark (Hisuian Zoroark)"
dig,Dig,Excavar,97,0,97,0,0.0,"Charizard,Blastoise,Arbok,Pikachu,Raichu,Clefable,Ninetales,Arcanine,Machamp,Slowbro,Kangaskhan,Pinsir,Tauros,Vaporeon,Jolteon,Flareon,Snorlax,Typhlosion,Feraligatr,Ariados,Ampharos,Azumarill,Politoed,Espeon,Umbreon,Slowking,Forretress,Steelix,Heracross,Tyranitar,Sableye,Aggron,Camerupt,Infernape,Empoleon,Rampardos,Bastiodon,Lopunny,Garchomp,Lucario,Hippowdon,Toxicroak,Weavile,Rhyperior,Leafeon,Glaceon,Gliscor,Mamoswine,Emboar,Samurott,Watchog,Simisage,Simisear,Simipour,Excadrill,Audino,Conkeldurr,Krookodile,Zoroark,Beartic,Stunfisk,Golurk,Chesnaught,Greninja,Diggersby,Pangoro,Furfrou,Meowstic (Meowstic-M),Heliolisk,Tyrantrum,Sylveon,Hawlucha,Dedenne,Trevenant,Crabominable,Lycanroc,Sandaconda,Wyrdeer,Sneasler,Skeledirge,Maushold,Garganacl,Orthworm,Kingambit,Raichu (Alolan Raichu),Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Stunfisk (Galarian Stunfisk),Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Samurott (Hisuian Samurott),Zoroark (Hisuian Zoroark),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua)),Meowstic (Meowstic-F)"
dire_claw,Dire Claw,Dire Claw,1,0,1,1,100.0,Sneasler
disable,Disable,Anulación,28,0,28,1,3.6,"Ninetales,Alakazam,Slowbro,Gengar,Kangaskhan,Ariados,Slowking,Gardevoir,Sableye,Banette,Chimecho,Glalie,Spiritomb,Gallade,Froslass,Cofagrigus,Aromatisse,Trevenant,Gourgeist,Salazzle,Runerigus,Dragapult,Wyrdeer,Armarouge,Ceruledge,Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking)"
discharge,Discharge,Chispazo,19,0,19,1,5.3,"Pikachu,Raichu,Jolteon,Ampharos,Manectric,Luxray,Rotom,Emolga,Stunfisk,Heliolisk,Aurorus,Dedenne,Bellibolt,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu)"
dive,Dive,Buceo,25,0,25,0,0.0,"Blastoise,Slowbro,Starmie,Gyarados,Vaporeon,Dragonite,Feraligatr,Azumarill,Politoed,Slowking,Sharpedo,Milotic,Empoleon,Samurott,Simipour,Beartic,Greninja,Clawitzer,Primarina,Araquanid,Dragapult,Palafin,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Samurott (Hisuian Samurott)"
double_edge,Double-Edge,Doble Filo,95,0,95,6,6.3,"Venusaur,Charizard,Blastoise,Beedrill,Arbok,Clefable,Ninetales,Arcanine,Machamp,Kangaskhan,Starmie,Tauros,Gyarados,Vaporeon,Jolteon,Flareon,Snorlax,Meganium,Typhlosion,Feraligatr,Ampharos,Azumarill,Politoed,Espeon,Umbreon,Forretress,Steelix,Scizor,Heracross,Houndoom,Tyranitar,Aggron,Sharpedo,Camerupt,Torkoal,Altaria,Milotic,Chimecho,Absol,Torterra,Infernape,Empoleon,Luxray,Rampardos,Bastiodon,Garchomp,Abomasnow,Rhyperior,Leafeon,Glaceon,Gliscor,Mamoswine,Serperior,Emboar,Watchog,Excadrill,Audino,Conkeldurr,Krookodile,Beartic,Golurk,Volcarona,Chesnaught,Talonflame,Furfrou,Sylveon,Avalugg,Noivern,Incineroar,Lycanroc,Mudsdale,Passimian,Kommo-o,Corviknight,Morpeko,Dragapult,Wyrdeer,Kleavor,Basculegion (Basculegion-M),Maushold,Garganacl,Espathra,Orthworm,Farigiraf,Archaludon,Hydrapple,Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Avalugg (Hisuian Avalugg),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua)),Basculegion (Basculegion-F)"
double_hit,Double Hit,Doble Golpe,18,0,18,0,0.0,"Beedrill,Kangaskhan,Pinsir,Scizor,Lopunny,Weavile,Mamoswine,Hydreigon,Aegislash,Dragapult,Kleavor,Sneasler,Quaquaval,Maushold,Scovillain,Palafin,Farigiraf,Hydrapple"
double_kick,Double Kick,Doble Patada,3,0,3,0,0.0,"Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua))"
double_slap,Double Slap,Doble Bofetón,1,0,1,0,0.0,Tsareena
double_team,Double Team,Doble Equipo,31,0,31,0,0.0,"Pikachu,Raichu,Alakazam,Scizor,Gardevoir,Absol,Glalie,Gallade,Froslass,Rotom,Watchog,Liepard,Emolga,Chandelure,Delphox,Greninja,Noivern,Decidueye,Lycanroc,Tsareena,Mimikyu,Dragapult,Kleavor,Meowscarada,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu),Decidueye (Hisuian Decidueye)"
draco_meteor,Draco Meteor,Cometa Draco,15,0,15,9,60.0,"Dragonite,Altaria,Garchomp,Hydreigon,Tyrantrum,Goodra,Noivern,Drampa,Kommo-o,Flapple,Appletun,Dragapult,Archaludon,Hydrapple,Goodra (Hisuian Goodra)"
dragon_breath,Dragon Breath,Dragoaliento,1,0,1,0,0.0,Goodra (Hisuian Goodra)
dragon_cheer,Dragon Cheer,Bramido Dragón,18,0,18,0,0.0,"Charizard,Gyarados,Dragonite,Ampharos,Altaria,Milotic,Rampardos,Garchomp,Hydreigon,Tyrantrum,Goodra,Noivern,Salazzle,Drampa,Kommo-o,Dragapult,Archaludon,Hydrapple"
dragon_claw,Dragon Claw,Garra Dragón,21,0,21,6,28.6,"Charizard,Aerodactyl,Dragonite,Feraligatr,Tyranitar,Aggron,Altaria,Rampardos,Garchomp,Krookodile,Chesnaught,Pangoro,Tyrantrum,Goodra,Noivern,Salazzle,Drampa,Kommo-o,Dragapult,Ceruledge,Goodra (Hisuian Goodra)"
dragon_dance,Dragon Dance,Danza Dragón,17,0,17,7,41.2,"Charizard,Gyarados,Aerodactyl,Dragonite,Feraligatr,Steelix,Tyranitar,Altaria,Milotic,Hydreigon,Tyrantrum,Noivern,Salazzle,Drampa,Kommo-o,Flapple,Dragapult"
dragon_darts,Dragon Darts,Dracoflechas,1,0,1,1,100.0,Dragapult
dragon_pulse,Dragon Pulse,Pulso Dragón,37,0,37,10,27.0,"Charizard,Blastoise,Arcanine,Gyarados,Aerodactyl,Dragonite,Feraligatr,Ampharos,Steelix,Tyranitar,Aggron,Altaria,Milotic,Rampardos,Garchomp,Lucario,Rhyperior,Serperior,Krookodile,Hydreigon,Clawitzer,Heliolisk,Tyrantrum,Goodra,Noivern,Salazzle,Drampa,Kommo-o,Flapple,Appletun,Runerigus,Dragapult,Armarouge,Archaludon,Hydrapple,Arcanine (Hisuian Arcanine),Goodra (Hisuian Goodra)"
dragon_rush,Dragon Rush,Carga Dragón,14,0,14,1,7.1,"Charizard,Gyarados,Dragonite,Aggron,Altaria,Garchomp,Rhyperior,Hydreigon,Heliolisk,Noivern,Drampa,Flapple,Sandaconda,Dragapult"
dragon_tail,Dragon Tail,Cola Dragón,25,0,25,0,0.0,"Charizard,Arbok,Gyarados,Dragonite,Meganium,Feraligatr,Ampharos,Steelix,Tyranitar,Milotic,Rampardos,Garchomp,Rhyperior,Serperior,Krookodile,Hydreigon,Heliolisk,Tyrantrum,Goodra,Salazzle,Kommo-o,Appletun,Dragapult,Archaludon,Hydrapple"
drain_punch,Drain Punch,Puño Drenaje,37,0,37,12,32.4,"Raichu,Clefable,Alakazam,Machamp,Slowbro,Gengar,Kangaskhan,Slowking,Sableye,Medicham,Infernape,Lopunny,Lucario,Toxicroak,Gallade,Emboar,Audino,Conkeldurr,Garbodor,Reuniclus,Golurk,Chesnaught,Pangoro,Aromatisse,Slurpuff,Hawlucha,Trevenant,Incineroar,Crabominable,Passimian,Mimikyu,Kommo-o,Mr. Rime,Alcremie,Palafin,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking)"
draining_kiss,Draining Kiss,Beso Drenaje,29,0,29,1,3.4,"Pikachu,Raichu,Clefable,Azumarill,Espeon,Gardevoir,Milotic,Chimecho,Lopunny,Gallade,Froslass,Audino,Vivillon,Floette,Florges,Aromatisse,Slurpuff,Sylveon,Dedenne,Klefki,Primarina,Tsareena,Mimikyu,Hatterene,Alcremie,Tinkaton,Palafin,Raichu (Alolan Raichu),Ninetales (Alolan Ninetales)"
drill_peck,Drill Peck,Pico Taladro,5,0,5,1,20.0,"Skarmory,Empoleon,Toucannon,Corviknight,Espathra"
drill_run,Drill Run,Taladradora,13,0,13,1,7.7,"Beedrill,Forretress,Steelix,Skarmory,Rhyperior,Samurott,Excadrill,Lycanroc,Sandaconda,Samurott (Hisuian Samurott),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua))"
dual_wingbeat,Dual Wingbeat,Ala Bis,22,0,22,1,4.5,"Beedrill,Pidgeot,Clefable,Aerodactyl,Scizor,Skarmory,Pelipper,Altaria,Empoleon,Gliscor,Emolga,Hydreigon,Volcarona,Talonflame,Hawlucha,Noivern,Decidueye,Toucannon,Corviknight,Flapple,Kleavor,Decidueye (Hisuian Decidueye)"
dynamic_punch,Dynamic Punch,Puño Dinámico,9,0,9,1,11.1,"Machamp,Kangaskhan,Medicham,Lopunny,Toxicroak,Conkeldurr,Golurk,Crabominable,Garganacl"
earth_power,Earth Power,Tierra Viva,39,0,39,8,20.5,"Venusaur,Aerodactyl,Meganium,Politoed,Forretress,Steelix,Tyranitar,Aggron,Camerupt,Torkoal,Torterra,Rampardos,Bastiodon,Garchomp,Hippowdon,Abomasnow,Rhyperior,Gliscor,Mamoswine,Excadrill,Krookodile,Stunfisk,Golurk,Hydreigon,Diggersby,Tyrantrum,Aurorus,Lycanroc,Mudsdale,Drampa,Sandaconda,Runerigus,Wyrdeer,Skeledirge,Garganacl,Orthworm,Glimmora,Hydrapple,Stunfisk (Galarian Stunfisk)"
earthquake,Earthquake,Terremoto,84,0,84,37,44.0,"Venusaur,Charizard,Blastoise,Arbok,Machamp,Slowbro,Kangaskhan,Pinsir,Tauros,Gyarados,Aerodactyl,Snorlax,Dragonite,Meganium,Typhlosion,Feraligatr,Politoed,Slowking,Forretress,Steelix,Heracross,Tyranitar,Aggron,Sharpedo,Camerupt,Torkoal,Altaria,Glalie,Torterra,Infernape,Empoleon,Rampardos,Bastiodon,Garchomp,Lucario,Hippowdon,Toxicroak,Abomasnow,Rhyperior,Gliscor,Mamoswine,Gallade,Emboar,Excadrill,Conkeldurr,Krookodile,Beartic,Stunfisk,Golurk,Hydreigon,Chesnaught,Diggersby,Pangoro,Tyrantrum,Aurorus,Goodra,Trevenant,Avalugg,Incineroar,Crabominable,Mudsdale,Oranguru,Passimian,Drampa,Kommo-o,Appletun,Sandaconda,Runerigus,Wyrdeer,Skeledirge,Garganacl,Orthworm,Farigiraf,Archaludon,Hydrapple,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Stunfisk (Galarian Stunfisk),Typhlosion (Hisuian Typhlosion),Goodra (Hisuian Goodra),Avalugg (Hisuian Avalugg),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua))"
eerie_impulse,Eerie Impulse,Onda Anómala,19,0,19,0,0.0,"Pikachu,Raichu,Jolteon,Ampharos,Manectric,Luxray,Rotom,Emolga,Stunfisk,Heliolisk,Dedenne,Morpeko,Bellibolt,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu)"
eerie_spell,Eerie Spell,Conjuro Funesto,1,0,1,0,0.0,Slowking (Galarian Slowking)
electric_terrain,Electric Terrain,Campo Eléctrico,18,0,18,0,0.0,"Pikachu,Raichu,Jolteon,Ampharos,Manectric,Luxray,Rotom,Stunfisk,Heliolisk,Dedenne,Morpeko,Bellibolt,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu)"
electrify,Electrify,Electrificación,1,0,1,0,0.0,Heliolisk
electro_ball,Electro Ball,Bola Voltio,18,0,18,0,0.0,"Pikachu,Raichu,Jolteon,Ampharos,Manectric,Luxray,Rotom,Emolga,Heliolisk,Dedenne,Morpeko,Bellibolt,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu)"
electro_shot,Electro Shot,Electrorrayo,1,0,1,1,100.0,Archaludon
electroweb,Electroweb,Electrotela,20,0,20,3,15.0,"Beedrill,Pikachu,Raichu,Jolteon,Ariados,Ampharos,Luxray,Rotom,Emolga,Stunfisk,Heliolisk,Dedenne,Passimian,Bellibolt,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu)"
encore,Encore,Otra Vez,45,0,45,10,22.2,"Pikachu,Raichu,Clefable,Ninetales,Alakazam,Machamp,Victreebel,Snorlax,Meganium,Azumarill,Politoed,Gardevoir,Sableye,Banette,Chimecho,Infernape,Lopunny,Toxicroak,Gallade,Samurott,Liepard,Audino,Whimsicott,Zoroark,Reuniclus,Emolga,Beartic,Delphox,Aromatisse,Aurorus,Hawlucha,Primarina,Toucannon,Salazzle,Oranguru,Mr. Rime,Alcremie,Skeledirge,Quaquaval,Maushold,Tinkaton,Palafin,Raichu (Alolan Raichu),Ninetales (Alolan Ninetales),Samurott (Hisuian Samurott)"
endeavor,Endeavor,Esfuerzo,60,0,60,0,0.0,"Beedrill,Pikachu,Raichu,Clefable,Kangaskhan,Tauros,Gyarados,Flareon,Meganium,Typhlosion,Feraligatr,Ampharos,Politoed,Heracross,Houndoom,Aggron,Camerupt,Altaria,Infernape,Rampardos,Rhyperior,Mamoswine,Emboar,Whimsicott,Krookodile,Reuniclus,Beartic,Chesnaught,Floette,Florges,Furfrou,Slurpuff,Hawlucha,Dedenne,Incineroar,Toucannon,Crabominable,Lycanroc,Mudsdale,Araquanid,Salazzle,Tsareena,Oranguru,Kommo-o,Flapple,Sandaconda,Alcremie,Morpeko,Basculegion (Basculegion-M),Quaquaval,Scovillain,Tinkaton,Palafin,Farigiraf,Raichu (Alolan Raichu),Typhlosion (Hisuian Typhlosion),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua)),Basculegion (Basculegion-F)"
endure,Endure,Aguante,207,0,207,3,1.4,"Venusaur,Charizard,Blastoise,Beedrill,Pidgeot,Arbok,Pikachu,Raichu,Clefable,Ninetales,Arcanine,Alakazam,Machamp,Victreebel,Slowbro,Gengar,Kangaskhan,Starmie,Pinsir,Tauros,Gyarados,Vaporeon,Jolteon,Flareon,Aerodactyl,Snorlax,Dragonite,Meganium,Typhlosion,Feraligatr,Ariados,Ampharos,Azumarill,Politoed,Espeon,Umbreon,Slowking,Forretress,Steelix,Scizor,Heracross,Skarmory,Houndoom,Tyranitar,Pelipper,Gardevoir,Sableye,Aggron,Medicham,Manectric,Sharpedo,Camerupt,Torkoal,Altaria,Milotic,Castform,Banette,Chimecho,Absol,Glalie,Torterra,Infernape,Empoleon,Luxray,Roserade,Rampardos,Bastiodon,Lopunny,Spiritomb,Garchomp,Lucario,Hippowdon,Toxicroak,Abomasnow,Weavile,Rhyperior,Leafeon,Glaceon,Gliscor,Mamoswine,Gallade,Froslass,Rotom,Serperior,Emboar,Samurott,Watchog,Liepard,Simisage,Simisear,Simipour,Excadrill,Audino,Conkeldurr,Whimsicott,Krookodile,Cofagrigus,Garbodor,Zoroark,Reuniclus,Vanilluxe,Emolga,Chandelure,Beartic,Stunfisk,Golurk,Hydreigon,Volcarona,Chesnaught,Delphox,Greninja,Diggersby,Talonflame,Vivillon,Floette,Florges,Pangoro,Furfrou,Meowstic (Meowstic-M),Aegislash,Aromatisse,Slurpuff,Clawitzer,Heliolisk,Tyrantrum,Aurorus,Sylveon,Hawlucha,Dedenne,Goodra,Klefki,Trevenant,Gourgeist,Avalugg,Noivern,Decidueye,Incineroar,Primarina,Toucannon,Crabominable,Lycanroc,Toxapex,Mudsdale,Araquanid,Salazzle,Tsareena,Oranguru,Passimian,Mimikyu,Drampa,Kommo-o,Corviknight,Flapple,Appletun,Sandaconda,Polteageist,Hatterene,Mr. Rime,Runerigus,Alcremie,Morpeko,Dragapult,Wyrdeer,Kleavor,Basculegion (Basculegion-M),Sneasler,Meowscarada,Skeledirge,Quaquaval,Maushold,Garganacl,Armarouge,Ceruledge,Bellibolt,Scovillain,Espathra,Tinkaton,Palafin,Orthworm,Glimmora,Farigiraf,Kingambit,Sinistcha,Archaludon,Hydrapple,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu),Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Stunfisk (Galarian Stunfisk),Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Samurott (Hisuian Samurott),Zoroark (Hisuian Zoroark),Goodra (Hisuian Goodra),Decidueye (Hisuian Decidueye),Avalugg (Hisuian Avalugg),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua)),Meowstic (Meowstic-F),Basculegion (Basculegion-F)"
energy_ball,Energy Ball,Energibola,54,0,54,14,25.9,"Venusaur,Ninetales,Alakazam,Victreebel,Gengar,Meganium,Gardevoir,Sableye,Medicham,Castform,Chimecho,Torterra,Roserade,Abomasnow,Leafeon,Gallade,Serperior,Simisage,Whimsicott,Cofagrigus,Reuniclus,Emolga,Chandelure,Chesnaught,Vivillon,Floette,Florges,Meowstic (Meowstic-M),Aromatisse,Slurpuff,Trevenant,Gourgeist,Decidueye,Primarina,Tsareena,Oranguru,Passimian,Drampa,Flapple,Appletun,Mr. Rime,Runerigus,Alcremie,Wyrdeer,Meowscarada,Armarouge,Scovillain,Espathra,Glimmora,Farigiraf,Sinistcha,Hydrapple,Decidueye (Hisuian Decidueye),Meowstic (Meowstic-F)"
entrainment,Entrainment,Danza Amiga,8,0,8,0,0.0,"Lopunny,Audino,Pangoro,Clawitzer,Hawlucha,Dedenne,Araquanid,Alcremie"
eruption,Eruption,Estallido,4,0,4,4,100.0,"Typhlosion,Camerupt,Torkoal,Typhlosion (Hisuian Typhlosion)"
expanding_force,Expanding Force,Vasta Fuerza,23,0,23,3,13.0,"Alakazam,Slowbro,Starmie,Espeon,Slowking,Gardevoir,Medicham,Chimecho,Gallade,Reuniclus,Delphox,Meowstic (Meowstic-M),Oranguru,Hatterene,Mr. Rime,Wyrdeer,Armarouge,Espathra,Farigiraf,Raichu (Alolan Raichu),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Meowstic (Meowstic-F)"
explosion,Explosion,Explosión,7,0,7,1,14.3,"Forretress,Glalie,Garbodor,Vanilluxe,Gourgeist,Garganacl,Glimmora"
